Uniprot_ID	KEGG_Gene_ID	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
Q96LB0	hsa:117195			AC090099,AF474987,AF474988,AY042215,BC067292,CH471064,EU432126		ENST00000396275.2,ENST00000621697.2	ENSP00000379571.2,ENSP00000481943.1	ENSG00000179826.8	117195			HGNC:17980	17980		IPR000276,IPR017452,IPR026234	hsa:117195		PF00001		NP_001357393.1,NP_473372.3,XP_011518184.1							
Q96LK8	hsa:124783			AC008105,AF433663,AK058143,BC028124		ENST00000331780.5	ENSP00000331532.4	ENSG00000184361.13	124783			HGNC:26349	26349		IPR029297	hsa:124783		PF15310		NP_689556.2							
Q96LP2	hsa:153643			AC008573,AC090071,AK058062,BC034772		ENST00000283357.10	ENSP00000283357.5	ENSG00000153347.10	153643			HGNC:26335	26335		IPR029619	hsa:153643				NP_689761.2							
Q96LQ0	hsa:145376			AK058044,BC068989		ENST00000298705.6	ENSP00000298705.1	ENSG00000165807.8	145376			HGNC:20097	20097		IPR026142	hsa:145376		PF14895		NP_758953.1							
Q96LT6	hsa:148304			AK057807,AL022398,BC039719		ENST00000294811.2	ENSP00000294811.1	ENSG00000162757.4	148304			HGNC:26319	26319		IPR027850	hsa:148304		PF14953		NP_689698.1							
Q96LU5	hsa:196294		CPX-6244	AK057788,AL133295,BC023595,CH471064		ENST00000278200.5,ENST00000532287.6	ENSP00000278200.1,ENSP00000435576.1	ENSG00000148950.11	196294			HGNC:26317	26317		IPR000223,IPR019533,IPR036286,IPR052064	hsa:196294		PF10502		NP_001291203.1,NP_659418.1,XP_005252869.1,XP_011518244.1,XP_011518245.1,XP_011518246.1,XP_011518247.1,XP_011518248.1,XP_011518249.1,XP_016872794.1,XP_047282476.1,XP_047282477.1,XP_054223925.1,XP_054223926.1,XP_054223927.1,XP_054223928.1,XP_054223929.1,XP_054223930.1,XP_054223931.1,XP_054223932.1,XP_054223933.1							
Q96LW1	hsa:117608			AK057737,AK289667,BC104777,BC112111		ENST00000322434.8	ENSP00000327143.3	ENSG00000178338.11	117608			HGNC:17197	17197		IPR001909,IPR013087,IPR036051,IPR036236	hsa:117608		PF00096,PF01352	R-HSA-212436	NP_478137.1							
Q96M20	hsa:140894			AK057454,AL109965,AL359828,BC114945,CH471077		ENST00000349339.5,ENST00000373973.7,ENST00000538900.1	ENSP00000340954.1,ENSP00000363084.3,ENSP00000442729.1	ENSG00000149646.12	140894			HGNC:16145	16145		IPR000595,IPR014710,IPR018488,IPR018490	hsa:140894		PF00027		NP_001194005.1,NP_001352638.1,NP_543024.2,XP_005260352.1							
Q96M34	hsa:152405			AC083800,AK057421,BC130475,CH471052		ENST00000295622.6	ENSP00000295622.1	ENSG00000163424.9	152405			HGNC:26553	26553		IPR040760,IPR048377	hsa:152405		PF17819		NP_689752.2							
Q96M43	hsa:148545			AK057395,AK302318,AL359258		ENST00000415641.8	ENSP00000389237.2	ENSG00000196427.14	148545			HGNC:26550	26550		IPR010630,IPR055306	hsa:148545		PF06758		NP_001137461.1							
Q96M53	hsa:219793			AK057382,AL358817,BC137543,BC137544,BC139728,CH471083		ENST00000299290.5,ENST00000692183.1,ENST00000692747.1	ENSP00000299290.1,ENSP00000508807.1,ENSP00000509602.1	ENSG00000166220.14	219793			HGNC:23511	23511		IPR037394	hsa:219793		PF15256		NP_001305171.1,NP_689923.3,XP_047280678.1,XP_054221006.1							
Q96M93	hsa:132612			AC022489,AK057303,AK093297,BC040229,CH471056		ENST00000296513.7,ENST00000388724.6,ENST00000388725.2	ENSP00000296513.2,ENSP00000373376.2,ENSP00000373377.2	ENSG00000164113.11	132612			HGNC:30713	30713		IPR002466,IPR014720,IPR044455	hsa:132612		PF00035,PF02137		NP_001152757.1,NP_001152767.1,NP_640336.1,XP_005262798.1,XP_005262800.1,XP_005262801.1,XP_011529905.1,XP_024309656.1,XP_024309657.1,XP_054204874.1,XP_054204875.1,XP_054204876.1,XP_054204877.1,XP_054204878.1,XP_054204879.1							
Q96MC5	hsa:89927			AK057180,BC008967,BC023603,U95740		ENST00000300006.9,ENST00000452191.6,ENST00000610499.2,ENST00000615273.4	ENSP00000300006.4,ENSP00000408976.2,ENSP00000477880.1,ENSP00000483858.1	ENSG00000166780.11,ENSG00000278823.4	89927			HGNC:19213	19213		IPR022735,IPR040127	hsa:89927		PF12130		NP_001135941.1,NP_149978.1							
Q96MC6	hsa:64645			AF427492,AK057172,AK075208,AK096669,AL137576,BC064409		ENST00000370152.8	ENSP00000359171.3	ENSG00000156875.14	64645			HGNC:23363	23363		IPR001958,IPR005829,IPR011701,IPR020846,IPR036259	hsa:64645		PF07690		NP_149044.2							
Q96ME7	hsa:84450			AB058708,AC074091,AK057028,AK294055,AK299818,AK316299,BC043221,BC093041,CH471053		ENST00000355467.6,ENST00000413371.6,ENST00000416005.6,ENST00000556601.5	ENSP00000347648.3,ENSP00000395660.2,ENSP00000407038.2,ENSP00000451572.2	ENSG00000243943.10	84450			HGNC:29380	29380		IPR013087,IPR036236,IPR048403,IPR048408,IPR052274	hsa:84450		PF00096,PF21276,PF21367		NP_001258215.1,NP_001258216.1,NP_001258217.1,NP_001258218.1,NP_001258247.1,NP_115810.2							
Q96MF6	hsa:93058			AK057003,AK057014,AY358861,BC002435,BC026922,BC047444,BC073923		ENST00000308197.10,ENST00000433805.6,ENST00000546544.5	ENSP00000312587.5,ENSP00000407843.2,ENSP00000446723.1	ENSG00000135469.14	93058			HGNC:26515	26515		IPR005031,IPR023393,IPR044996	hsa:93058		PF03364	R-HSA-611105,R-HSA-9864848	NP_001092807.1,NP_653177.3							
Q96MK2	hsa:140876			AK056792,AL133230		ENST00000045083.6	ENSP00000045083.2	ENSG00000042062.13	140876			HGNC:16168	16168		IPR026136,IPR031780	hsa:140876		PF15903		NP_543019.2,XP_011526881.1,XP_011526882.1,XP_011526883.1,XP_047295868.1,XP_047295869.1,XP_054179013.1,XP_054179014.1,XP_054179015.1							
Q96MN5	hsa:127428			AK056674,AK096488,AL353898,BC035374		ENST00000234827.6,ENST00000648983.1	ENSP00000234827.1,ENSP00000498109.1	ENSG00000116205.14	127428			HGNC:26494	26494		IPR003617,IPR003618,IPR017923,IPR035441,IPR036575	hsa:127428		PF08711		NP_694580.1							
Q96MR9	hsa:147741			AK056548,BC101040,BC101041,BC101042		ENST00000301480.5	ENSP00000301480.3	ENSG00000198028.4	147741			HGNC:26484	26484		IPR001909,IPR013087,IPR036051,IPR036236,IPR050589	hsa:147741		PF00096,PF01352,PF13912	R-HSA-212436	NP_689689.2,XP_011525998.1,XP_011525999.1,XP_016881816.1,XP_016881817.1,XP_016881818.1,XP_054175851.1,XP_054175852.1							
Q96MS3	hsa:144423			AC069262,AK056540,BC043528,CH471054		ENST00000281703.11,ENST00000441390.6,ENST00000442111.7,ENST00000539044.5	ENSP00000281703.6,ENSP00000394692.2,ENSP00000411992.2,ENSP00000445064.1	ENSG00000151948.12	144423			HGNC:26483	26483		IPR001296,IPR052622	hsa:144423		PF00534		NP_001353815.1,NP_653270.1							
Q96MU6	hsa:197320			AC009113,AK056437,BC125192		ENST00000306502.6,ENST00000620195.4	ENSP00000305203.6,ENSP00000481538.1	ENSG00000170100.14	197320			HGNC:26479	26479		IPR001909,IPR013087,IPR036051,IPR036236,IPR050826	hsa:197320		PF00096,PF01352	R-HSA-212436,R-HSA-9843940	NP_872337.2,XP_016878504.1							
Q96MW1	hsa:124808			AC091152,AK056357,BX648868		ENST00000315286.13,ENST00000457422.6	ENSP00000323782.7,ENSP00000400845.1	ENSG00000180329.14	124808			HGNC:26472	26472		IPR037666	hsa:124808				NP_001092695.1,NP_653210.2							
Q96MY1	hsa:140688			AK056286,AL034550,BC065370		ENST00000359676.9	ENSP00000352704.5	ENSG00000197183.15	140688			HGNC:16106	16106		IPR039788,IPR056549	hsa:140688		PF23079		NP_001243727.1,NP_542183.2,XP_005260345.1,XP_005260346.1,XP_016883158.1							
Q96N20	hsa:7627			AK056091,BC119652,BC119653,X91826		ENST00000574298.6,ENST00000617839.1	ENSP00000459566.1,ENSP00000482769.1	ENSG00000162086.16	7627			HGNC:13146	13146		IPR001909,IPR013087,IPR036051,IPR036236,IPR050752	hsa:7627		PF00096,PF01352	R-HSA-212436	NP_001289038.1,NP_694573.1,XP_011520949.1,XP_016879131.1,XP_047290545.1,XP_047290546.1,XP_047290547.1,XP_054169816.1,XP_054169817.1,XP_054169818.1,XP_054169824.1							
Q96N22	hsa:148213			AC073544,AC139769,AK056088,AK122869,BC062216		ENST00000402377.3	ENSP00000384000.3	ENSG00000196172.9	148213			HGNC:26457	26457		IPR001909,IPR013087,IPR036051,IPR036236,IPR050331	hsa:148213		PF00096,PF01352,PF13465	R-HSA-212436	NP_612143.2							
Q96N46	hsa:151613			AB075860,AC068298,AK055984,AY358762,BC027990,CH471052		ENST00000296015.9,ENST00000382584.8,ENST00000412756.6,ENST00000470669.5	ENSP00000296015.4,ENSP00000372027.4,ENSP00000413743.2,ENSP00000419562.1	ENSG00000163728.11	151613			HGNC:24697	24697		IPR003029,IPR011990,IPR012340,IPR019734,IPR039190	hsa:151613		PF13414		NP_001036066.1,NP_001275511.1,NP_597719.1							
Q96NA8	hsa:203062			AC103758,AC129918,AC134682,AK055726,BC113556,BC143684		ENST00000524325.6	ENSP00000428763.2	ENSG00000171045.16	203062			HGNC:26437	26437		IPR000727,IPR006011,IPR010989,IPR028002	hsa:203062		PF05739,PF13873,PF14523		NP_001353830.1,NP_659440.2,XP_016868667.1							
Q96ND0	hsa:125228			AK055618,AP001010,AP001525,CH471113		ENST00000322247.7,ENST00000402563.5,ENST00000651643.1	ENSP00000323635.3,ENSP00000386115.1,ENSP00000498370.1	ENSG00000177150.13	125228			HGNC:28346	28346		IPR009688,IPR045866	hsa:125228		PF06916		NP_001092271.1,NP_689565.2,XP_024306851.1,XP_054174150.1							
Q96ND8	hsa:147949			AF024698,AK055592,BC111772		ENST00000291598.11,ENST00000333201.13	ENSP00000291598.7,ENSP00000388502.2	ENSG00000198440.9	147949			HGNC:26427	26427		IPR001909,IPR013087,IPR036051,IPR036236	hsa:147949		PF00096,PF01352	R-HSA-212436	NP_001153332.1,NP_001153333.1,NP_689691.2,XP_011524819.1,XP_016881839.1,XP_024307151.1,XP_054175903.1,XP_054175904.1,XP_054175905.1							
Q96NG8	hsa:147948			AK055489,AK299036,AK316028,BC011796,BC101008,BC101009,BC101010,BC101011,CH471135		ENST00000301310.8,ENST00000586929.6	ENSP00000301310.3,ENSP00000465619.1	ENSG00000018869.18	147948			HGNC:26421	26421		IPR001909,IPR013087,IPR036051,IPR036236	hsa:147948		PF00096,PF01352	R-HSA-212436	NP_001307300.2,NP_653291.1							
Q96NI8	hsa:148268			AC008806,AK055353,AK297561,BC130425,BC130433,CH471126		ENST00000330173.6	ENSP00000331540.1	ENSG00000171827.11	148268			HGNC:26416	26416		IPR001909,IPR013087,IPR036051,IPR036236	hsa:148268		PF00096,PF01352	R-HSA-212436	NP_001308920.1,NP_001308921.1,NP_001308922.1,NP_001308923.1,NP_653295.1,XP_011524846.1							
Q96NJ3	hsa:26974			AC138473,AK055309,BC069384,BC074875,BC117300,BC117302		ENST00000544719.6,ENST00000614994.5	ENSP00000439431.2,ENSP00000483662.1	ENSG00000267508.6	26974			HGNC:13079	13079		IPR001909,IPR013087,IPR036051,IPR036236,IPR050752	hsa:26974		PF00096,PF01352	R-HSA-212436	NP_001278417.1,NP_001278418.1,NP_001278419.1,NP_001278420.1,NP_689567.4							
Q96NJ5	hsa:114792		CPX-8201	AB067487,AK055292,AK295479,AK297240,AL023656,AL033375,AL356958,CH471051		ENST00000369261.9,ENST00000536676.5,ENST00000539200.5	ENSP00000358265.4,ENSP00000440382.1,ENSP00000441527.1	ENSG00000186231.17	114792			HGNC:21221	21221		IPR000210,IPR006652,IPR011333,IPR011705,IPR015915,IPR017096,IPR030570,IPR047028,IPR056737	hsa:114792		PF00651,PF07707,PF24981		NP_001273179.1,NP_001273180.1,NP_001273183.1,NP_001310181.1,NP_001310182.1,NP_001310183.1,NP_001310184.1,NP_001310185.1,NP_001310186.1,NP_001310188.1,NP_001310189.1,NP_001310190.1,NP_001310191.1,NP_001310192.1,NP_001310193.1,NP_443136.2							
Q96NJ6	hsa:124961			AK055288,BC142962,CH471108		ENST00000318833.4	ENSP00000320347.3	ENSG00000180787.6	124961			HGNC:12861	12861		IPR013087,IPR036236,IPR050888	hsa:124961		PF00096		NP_694563.1							
Q96NS5	hsa:92591			AC004596,AF403034,AK054727,AK314595,BC075088		ENST00000293414.6	ENSP00000293414.1	ENSG00000161664.7	92591			HGNC:19768	19768		IPR001496,IPR002110,IPR036036,IPR036770,IPR051573	hsa:92591		PF00023,PF07525,PF12796	R-HSA-8951664,R-HSA-983168	NP_543139.4							
Q96NT1	hsa:266812			AK054689,BC104883,CH471057		ENST00000323061.7	ENSP00000320488.5	ENSG00000177432.8	266812			HGNC:19968	19968		IPR002164,IPR037231	hsa:266812		PF00956		NP_715638.1							
Q96P64	hsa:119016			AC012044,AF411132		ENST00000448048.7	ENSP00000392513.2	ENSG00000188234.15	119016			HGNC:23459	23459		IPR001164,IPR001849,IPR002110,IPR011993,IPR036770,IPR037278,IPR038508,IPR051282	hsa:119016		PF01412,PF12796		NP_001263272.2,NP_597703.2							
Q96P67	hsa:27197			AB065935,AB083595,AF411111,AJ319076,AK122626,AK313702,AL627402,BC070180,CH471141,JQ308170		ENST00000302548.5	ENSP00000303549.4	ENSG00000171657.6	27197			HGNC:4533	4533		IPR000276,IPR017452,IPR042804	hsa:27197		PF00001		NP_543007.1,XP_016884903.1,XP_047297947.1,XP_047297948.1,XP_054182810.1,XP_054182811.1							
Q96P88	NA			AF403014,AL160282,AY081843								HGNC:16341	16341		IPR000276,IPR001658,IPR017452			PF00001	R-HSA-375281,R-HSA-416476								
Q96PG2	hsa:341116			AF354934,AF354935,AK122633,AP004243,BC137259,BC137263		ENST00000308287.2	ENSP00000311862.1	ENSG00000172689.2	341116			HGNC:13368	13368		IPR007237,IPR030417	hsa:341116		PF04103		NP_996776.2							
Q96PI1	hsa:163778			AF335109,AL356867,BC069445,BC069549,BC112170,BC112172		ENST00000328051.3	ENSP00000332163.2	ENSG00000184148.4	163778			HGNC:23173	23173			hsa:163778				NP_775103.1,XP_016855971.1,XP_054190717.1							
Q96PT3	hsa:26584			AF133131					26581			HGNC:3083	3083		IPR000047,IPR001356,IPR009057,IPR017970,IPR051306	hsa:26581,hsa:26584		PF00046		NP_036278.1,NP_036281.2							
Q96PT4	NA			AF133130								HGNC:3081	3081		IPR000047,IPR001356,IPR009057,IPR051306			PF00046									
Q96PX6	hsa:114800			AB067499,AC007743,AC007744		ENST00000407595.3	ENSP00000384040.2	ENSG00000055813.6	114800			HGNC:29400	29400		IPR019359	hsa:114800		PF10226		NP_001073902.1							
Q96QA6	hsa:388403			AB098736,AF305195,BC127924,BC132884,BC132886		ENST00000312655.9,ENST00000585166.1	ENSP00000312272.4,ENSP00000464285.1	ENSG00000175155.11	388403			HGNC:18326	18326		IPR004910,IPR034751,IPR039058	hsa:388403		PF03226		NP_001005404.1,XP_016880110.1,XP_054172012.1							
Q96QD5	hsa:91614			AC107939,AC131263,AF447588,AJ245600,AL121926,BC030970,CH471064		ENST00000241051.8,ENST00000311388.7	ENSP00000241051.3,ENSP00000308971.3	ENSG00000121690.11	91614			HGNC:29899	29899		IPR000591,IPR036388,IPR036390	hsa:91614		PF00610		NP_001070710.1,NP_631899.2							
Q96QE4	hsa:114659			AC090616,AJ314647,AY386261,BC117373,BC143581		ENST00000341671.12,ENST00000584368.5	ENSP00000340519.7,ENSP00000463081.2	ENSG00000185158.13	114659			HGNC:29070	29070		IPR001611,IPR003591,IPR015753,IPR029423,IPR032675,IPR032754	hsa:114659		PF13855,PF14914,PF15779		NP_443120.2							
Q96QH8	hsa:729201			AF217622,AL356464,AY358844,Z98304		ENST00000304270.6,ENST00000304355.9,ENST00000376940.4	ENSP00000304762.5,ENSP00000305847.5,ENSP00000366139.3	ENSG00000171478.8,ENSG00000171489.11	389852,729201			HGNC:19142,HGNC:31353	19142,31353		IPR000974,IPR001916,IPR023346	hsa:389852,hsa:729201		PF00062		NP_001073369.1,NP_001381227.1,NP_995328.2,XP_016885001.1							
Q96QK8	hsa:201895			BC008502		ENST00000295958.10	ENSP00000295958.4	ENSG00000163683.12	201895			HGNC:27321	27321		IPR020309	hsa:201895		PF11027		NP_001304825.1,NP_001304826.1,NP_777581.1,XP_016863351.1,XP_016863352.1,XP_047305700.1,XP_047305701.1,XP_047305702.1,XP_054205139.1,XP_054205140.1							
Q96R05	hsa:116362			AF399927,AK312027,AL590639,AL603962,AY145438,BC063013,CH471130		ENST00000294435.8	ENSP00000294435.7	ENSG00000162444.12	116362			HGNC:30316	30316		IPR000463,IPR000566,IPR012674,IPR031259	hsa:116362		PF00061		NP_443192.1							
Q96R08	hsa:390191			AB065851,AF399637,BC136947,BC136948,BK004507,CH471076		ENST00000302572.2,ENST00000641921.2	ENSP00000306657.2,ENSP00000493263.1	ENSG00000172362.4	390191			HGNC:15432	15432		IPR000276,IPR000725,IPR017452	hsa:390191		PF13853	R-HSA-9752946	NP_001004733.1							
Q96R09	hsa:390190			AB065852,AF399636,BC136922,BC136923,BK004505,CH471076		ENST00000302581.2,ENST00000641342.2	ENSP00000303076.2,ENSP00000493419.1	ENSG00000172365.4	390190			HGNC:8323	8323		IPR000276,IPR000725,IPR017452	hsa:390190		PF13853	R-HSA-9752946	NP_001005566.1							
Q96R27	hsa:26245			AB065953,AF399617,AL450303,BK004483,X64992,X89666		ENST00000641868.1	ENSP00000492992.1	ENSG00000171180.3	26245			HGNC:8270	8270		IPR000276,IPR000725,IPR017452	hsa:26245		PF13853	R-HSA-9752946	NP_059974.1							
Q96R28	hsa:391194			AF399616,AL592313		ENST00000641211.1,ENST00000641836.1	ENSP00000492974.1,ENSP00000493201.1	ENSG00000198601.4	391194			HGNC:8268	8268		IPR000276,IPR000725,IPR017452	hsa:391194		PF13853	R-HSA-381753,R-HSA-9752946	NP_001004688.1							
Q96R30	hsa:285659			AB065675,AF399614,BK004246		ENST00000641492.1,ENST00000641791.1	ENSP00000493017.1,ENSP00000493207.1	ENSG00000182613.3	285659			HGNC:15341	15341		IPR000276,IPR000725,IPR017452	hsa:285659		PF13853	R-HSA-9752946	NP_996763.1							
Q96R45	hsa:401427			AC004889,AF399598,BC136704,BC136711,BK004218,CH471051		ENST00000493325.1,ENST00000641841.1,ENST00000643586.2,ENST00000643902.2	ENSP00000420502.1,ENSP00000493320.1,ENSP00000493470.1,ENSP00000493694.1	ENSG00000243896.4,ENSG00000284749.2	401427			HGNC:8234	8234		IPR000276,IPR000725,IPR017452	hsa:401427		PF13853	R-HSA-381753,R-HSA-9752946	NP_001005328.1,XP_016885947.1							
Q96R47	hsa:135941			AB065693,AC091768,AF399596,BC136889,BK004421,CH236959,CH878732,KP290564		ENST00000408899.2,ENST00000641068.1	ENSP00000386137.2,ENSP00000493353.1	ENSG00000221938.5	135941			HGNC:15084	15084		IPR000276,IPR000725,IPR017452	hsa:135941		PF13853	R-HSA-9752946	NP_001001659.1							
Q96R54	NA			AB065620,AF399589,BK004620		ENST00000366485.2	ENSP00000355441.1	ENSG00000241128.3	388761			HGNC:15024	15024		IPR000276,IPR000725,IPR017452,IPR050516			PF13853	R-HSA-381753,R-HSA-9752946	NP_001342221.1,XP_047276149.1,XP_054192508.1							
Q96R67	hsa:283093			AF399576,BC136850,BC136851,BK004413		ENST00000335238.4,ENST00000639310.1	ENSP00000334418.4,ENSP00000491819.1	ENSG00000221954.2,ENSG00000284255.1	283093			HGNC:15168	15168		IPR000276,IPR000725,IPR017452,IPR050427	hsa:283093		PF13853	R-HSA-381753,R-HSA-9752946	NP_001005270.3							
Q96R69	NA			AF399574,BC136907,BC136908,BK004223,L78442								HGNC:8301	8301		IPR000276,IPR000725,IPR017452,IPR050427			PF13853	R-HSA-9752946	NP_001004195.2							
Q96R72	NA			AC024399,AF399571,BK004358					283617			HGNC:14731	14731		IPR000276,IPR000725,IPR017452,IPR050427			PF13853	R-HSA-9752946	NP_001335195.2							
Q96R84	NA			AF399558,AJ003145								HGNC:8196	8196		IPR000276,IPR000725,IPR017452			PF13853									
Q96RB7	hsa:219487			AF399521,BC136951,BC136953,CH471076		ENST00000528616.5	ENSP00000432417.2	ENSG00000255223.5	219487			HGNC:15291	15291		IPR000276,IPR000725,IPR017452	hsa:219487		PF13853	R-HSA-9752946	NP_001005245.1							
Q96RC9	hsa:283162			AB065831,AF399509,BC136865,BC136866,BK004205,CH471065		ENST00000356130.7	ENSP00000348449.3	ENSG00000280090.3	283162			HGNC:8473	8473		IPR000276,IPR000725,IPR017452	hsa:283162		PF13853	R-HSA-9752946	NP_001005196.1							
Q96RD0	hsa:26595			AB065826,AF399508,BK004500,CH471065		ENST00000641451.2	ENSP00000493235.1	ENSG00000284680.3	26595			HGNC:8471	8471		IPR000276,IPR000725,IPR017452	hsa:26595		PF13853	R-HSA-9752946	NP_001005468.1,XP_016873024.1,XP_016873025.1,XP_054224387.1,XP_054224388.1							
Q96RD1	hsa:390321			AC122684,AF399506,BC136957,BC136965,CH471054		ENST00000379668.3,ENST00000642104.1	ENSP00000368990.2,ENSP00000492978.1	ENSG00000205330.4	390321			HGNC:8355	8355		IPR000276,IPR000725,IPR017452,IPR047132	hsa:390321		PF13853	R-HSA-9752946	NP_001005182.1							
Q96RD2	hsa:255725			AB065763,AF399505,BC136732,BC136733,BK004324,CH471064		ENST00000530810.2	ENSP00000432011.1	ENSG00000255307.2	255725			HGNC:15207	15207		IPR000276,IPR000725,IPR017452,IPR050402	hsa:255725		PF13853	R-HSA-9752946	NP_001004052.1							
Q96RD3	hsa:390078			AB065815,AF399504,BK004304,CH471064		ENST00000329322.5	ENSP00000328878.5	ENSG00000205409.3	390078			HGNC:15215	15215		IPR000276,IPR000725,IPR017452,IPR050402	hsa:390078		PF13853	R-HSA-9752946	NP_001005167.1							
Q96RM1	hsa:6705			AF333956,AL139417		ENST00000468739.2	ENSP00000418193.1	ENSG00000244094.2	6705			HGNC:11266	11266		IPR029142	hsa:6705		PF14820	R-HSA-6809371	NP_001014450.1,NP_001369184.1,XP_016857665.1							
Q96RT6	hsa:64693			AC099849,AF273058,BC132871		ENST00000391403.4,ENST00000634260.2	ENSP00000375220.2,ENSP00000489019.1	ENSG00000212710.5,ENSG00000282841.2	64693			HGNC:24346	24346		IPR051500	hsa:64693				NP_758441.2							
Q96RY5	hsa:57585			AB037847,AE006639,AL031009,AL031708,AL833832,Z97652		ENST00000293925.9,ENST00000397412.8	ENSP00000293925.5,ENSP00000380559.2	ENSG00000007545.16	57585			HGNC:14122	14122		IPR001005,IPR017884,IPR055315	hsa:57585				NP_065876.3							
Q96S19	hsa:84326			AE006464,AK057077,AK293046,AK294482,AK295628,BC007207,BC047118,CH471112,Z84479		ENST00000301686.13,ENST00000338401.8,ENST00000397664.8,ENST00000397665.6,ENST00000397666.6	ENSP00000440475.2,ENSP00000440765.2,ENSP00000444140.2,ENSP00000444460.2,ENSP00000445926.2	ENSG00000130731.16	84326			HGNC:14141	14141		IPR010342,IPR029063	hsa:84326		PF06080		NP_001035250.1,NP_001035251.1,NP_001035252.1,NP_001035255.1,NP_115742.3							
Q96S86	hsa:145864			AK292055,AY037161,AY262759,AY358500,BC062320,CH471101		ENST00000359595.8	ENSP00000352606.4	ENSG00000140511.12	145864			HGNC:21446	21446		IPR000538,IPR003599,IPR007110,IPR013106,IPR013783,IPR016186,IPR016187,IPR036179,IPR050691	hsa:145864		PF00193,PF07686		NP_001294881.1,NP_839946.1,XP_047288128.1,XP_054233308.1							
Q96S95	hsa:94032			AY037149,BC105077,BC105079,CH471052		ENST00000296238.4	ENSP00000296238.3	ENSG00000163888.4	94032			HGNC:24197	24197		IPR026779	hsa:94032		PF15170		NP_150284.1							
Q96SF2	hsa:150160			AP000365,AP000547,AP003553,BC033797,BC100811,BC100812,BC100813,BC139842,CH471193,CR456508		ENST00000359963.4	ENSP00000353048.3	ENSG00000198445.4	150160			HGNC:15553	15553		IPR002423,IPR017998,IPR027409,IPR027410,IPR027413	hsa:150160		PF00118		NP_055221.1							
Q96SL8	hsa:84922			AC008735,AK027674,AK160385,BC132777,BC136512,CH471135		ENST00000221665.5	ENSP00000221665.2	ENSG00000179943.8	84922			HGNC:25917	25917		IPR013087,IPR036236,IPR056436	hsa:84922		PF00096,PF23561		NP_116225.2,XP_005259409.1,XP_047295520.1							
Q96T25	hsa:85416			AF378304,AL355338		ENST00000267294.5	ENSP00000267294.4	ENSG00000139800.9	85416			HGNC:20322	20322		IPR013087,IPR036236,IPR041643,IPR043359,IPR056436	hsa:85416		PF00096,PF18366,PF23561		NP_149123.3							
Q96T75	NA			AF321193,AF426256,AJ297914,AJ301615,AJ305085,AJ306839,AJ306840,AJ783421,AP001417,BC015981,CH471079								HGNC:16707	16707														
Q96TA0	NA			AC244517,AF217743,AK095496								HGNC:14548	14548		IPR002126,IPR013164,IPR015919,IPR020894,IPR032455,IPR050174			PF00028,PF08266,PF16492									
Q99457	hsa:4675			AK315176,AL009173,D50370		ENST00000373079.4	ENSP00000362171.3	ENSG00000186310.10	4675			HGNC:7639	7639		IPR002164,IPR037231	hsa:4675		PF00956		NP_004529.2							
Q99463	NA			CH471062,D86519,U59431,U67780								HGNC:7959	7959		IPR000276,IPR000611,IPR000986,IPR017452			PF00001									
Q99470	hsa:6388			BC000500,BC001406,D50645		ENST00000247020.9	ENSP00000247020.3	ENSG00000132581.10	6388			HGNC:10675	10675		IPR016093,IPR036300	hsa:6388		PF02815		NP_008854.2,XP_047292472.1,XP_054172852.1							
Q99603	NA			AC006033,X07205		ENST00000444775.2	ENSP00000391561.2	ENSG00000211695.2				HGNC:12295	12295		IPR007110,IPR013106,IPR013783,IPR036179,IPR051117			PF07686									
Q99676	hsa:7738			AK312804,AL021918,BC022992,U66561		ENST00000211936.10,ENST00000377419.1,ENST00000683788.1	ENSP00000211936.6,ENSP00000366636.1,ENSP00000508298.1	ENSG00000096654.16	7738			HGNC:12975	12975		IPR001909,IPR013087,IPR036051,IPR036236,IPR050331	hsa:7738		PF00096,PF01352,PF13465	R-HSA-212436	NP_001305820.1,NP_001305821.1,NP_001305822.1,NP_001334761.1,NP_009080.2							
Q99679	hsa:2844			AK313539,BC066885,BC066886,BC067532,BC067533,CH471090,U66580		ENST00000616002.3	ENSP00000482287.1	ENSG00000188394.8	2844			HGNC:4476	4476		IPR000276,IPR017452,IPR050569	hsa:2844		PF00001		NP_005285.1,XP_005251990.1,XP_054218737.1							
Q99680	hsa:2845			AC002381,CH236947,CH471070,HQ995527,U66581		ENST00000304402.6,ENST00000639742.2	ENSP00000302676.4,ENSP00000492841.1	ENSG00000172209.6,ENSG00000283812.2	2845			HGNC:4477	4477		IPR000276,IPR017452	hsa:2845		PF00001		NP_005286.2,XP_011514358.1,XP_047276170.1,XP_054188108.1,XP_054213901.1,XP_054213902.1							
Q9BPW5	hsa:65997			AK027267,AK314942,AY839725,BC001087,BC001846,BC025694,BK001672,CH471057		ENST00000248706.5	ENSP00000248706.3	ENSG00000128045.7	65997			HGNC:23804	23804		IPR001806,IPR005225,IPR027417,IPR051065	hsa:65997		PF00071		NP_076429.1							
