Uniprot_ID	KEGG_rno	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
A0A0G2K4U7	NA																										
A0A0G2K4V4	NA														IPR002347,IPR020904,IPR036291,IPR045022			PF00106									
A0A0G2K4W2	NA																										
A0A0G2K4W6	NA														IPR000719,IPR008271,IPR011009,IPR017441,IPR050494			PF00069									
A0A0G2K4X5	NA								311604						IPR001356,IPR009057,IPR013087,IPR024578,IPR036236,IPR041057			PF00046,PF11569,PF18387		XP_006235536.1,XP_006235537.1,XP_006235538.1,XP_006235539.1,XP_006235540.1,XP_006235542.1,XP_017447277.1,XP_038961024.1,XP_038961025.1,XP_038961026.1,XP_038961027.1,XP_063139923.1,XP_063139924.1,XP_063139925.1,XP_063139926.1,XP_063139927.1							
A0A0G2K4Y6	NA								366403						IPR026797,IPR028163			PF14661	R-RNO-2565942,R-RNO-380259,R-RNO-380270,R-RNO-380284,R-RNO-380320,R-RNO-5620912,R-RNO-8854518	NP_001388801.1							
A0A0G2K4Y7	NA																										
A0A0G2K4Y9	NA								292760						IPR036860,IPR037191,IPR045046			PF23268		NP_001424364.1							
A0A0G2K4Z3	NA														IPR000276,IPR000725,IPR017452			PF13853									
A0A0G2K4Z6	NA														IPR005225,IPR006073,IPR006169,IPR014100,IPR027417,IPR031167,IPR036726,IPR045086			PF01018,PF01926									
A0A0G2K4Z9	NA								266716						IPR003309,IPR013087,IPR036236,IPR038269			PF00096,PF02023		NP_001417286.1,NP_001417287.1,NP_001417288.1,XP_002728531.1,XP_017443229.1,XP_038952124.1,XP_038952125.1,XP_038952128.1,XP_038952129.1,XP_063133020.1,XP_063133021.1							
A0A0G2K503	NA																										
A0A0G2K505	NA																										
A0A0G2K511	NA								64830						IPR000008,IPR002219,IPR010439,IPR014770,IPR014772,IPR027080,IPR035892,IPR037302,IPR046349			PF00130,PF00168,PF06292		XP_063144427.1,XP_063144428.1							
A0A0G2K517	NA														IPR043443												
A0A0G2K523	NA														IPR003342,IPR016093,IPR027005,IPR032421,IPR036300			PF02366,PF02815,PF16192									
A0A0G2K524	rno:314416								314416						IPR000850,IPR007858,IPR027417,IPR036291,IPR047499	rno:314416		PF00406,PF05186	R-RNO-499943	NP_001101525.2,XP_017449671.1							
A0A0G2K526	NA														IPR000367,IPR001019,IPR011025,IPR027417			PF00503									
A0A0G2K527	NA														IPR002110,IPR013724,IPR022018,IPR032352,IPR036770,IPR047161			PF08518,PF12205,PF12796,PF16559									
A0A0G2K538	NA														IPR000203,IPR000832,IPR001740,IPR001881,IPR017981,IPR017983,IPR018097,IPR046338,IPR049883,IPR057244			PF00002,PF01825,PF07645									
A0A0G2K550	NA														IPR002659			PF01762		XP_008769924.1							
A0A0G2K554	NA														IPR000719,IPR001772,IPR008271,IPR011009,IPR015940,IPR017441,IPR028375,IPR049508			PF00069,PF00627,PF02149									
A0A0G2K560	NA														IPR001190,IPR003566,IPR036772			PF00530									
A0A0G2K567	NA																										
A0A0G2K568	NA			AABR07005599											IPR003462,IPR023401,IPR036291			PF02423									
A0A0G2K570	NA														IPR002784,IPR008991,IPR014722,IPR039660			PF01929									
A0A0G2K574	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR051896			PF07686									
A0A0G2K578	NA																										
A0A0G2K585	NA														IPR006789,IPR036743			PF04699									
A0A0G2K588	NA														IPR000152,IPR000742,IPR001881,IPR009030,IPR013032,IPR017878,IPR018097,IPR036773,IPR049883,IPR052080			PF00683,PF07645,PF12661									
A0A0G2K591	NA														IPR000851,IPR005324,IPR013810,IPR014721,IPR018192,IPR020568,IPR048584			PF00333,PF03719,PF21251									
A0A0G2K596	NA								192359						IPR000571,IPR040366			PF14608		NP_001421151.1,XP_008762962.1							
A0A0G2K5A9	NA								140568						IPR005331,IPR018011			PF03567		XP_006244792.1							
A0A0G2K5B5	NA														IPR000068,IPR000337,IPR001828,IPR004073,IPR017978,IPR028082,IPR038550			PF00003,PF01094									
A0A0G2K5C5	NA								500914						IPR002715,IPR038187,IPR039370			PF01849		XP_038936555.1							
A0A0G2K5C8	NA														IPR001660,IPR013761,IPR032393,IPR037608,IPR037609			PF07647,PF16533,PF25578									
A0A0G2K5D5	NA																										
A0A0G2K5D7	NA														IPR001715,IPR036872,IPR050540			PF00307									
A0A0G2K5F4	NA														IPR016491,IPR027417,IPR030379			PF00735									
A0A0G2K5F6	NA								364049						IPR007110,IPR013783,IPR015631,IPR036179				R-RNO-198933	NP_001399756.1,XP_006250312.1							
A0A0G2K5G6	NA														IPR021149,IPR036249			PF04756									
A0A0G2K5G8	NA														IPR000089,IPR001882,IPR005479,IPR005481,IPR005482,IPR011053,IPR011054,IPR011761,IPR011762,IPR011763,IPR011764,IPR013537,IPR013815,IPR016185,IPR029045,IPR034733,IPR049074,IPR049076			PF00289,PF00364,PF01039,PF02785,PF02786,PF08326,PF21385									
A0A0G2K5H2	NA																										
A0A0G2K5H6	NA														IPR003439,IPR027417,IPR050173			PF00005									
A0A0G2K5J0	rno:65185								65185						IPR000863,IPR027417	rno:65185		PF00685		NP_113920.2,XP_063123775.1							
A0A0G2K5J3	NA								192647						IPR006884,IPR027094,IPR027417,IPR030381,IPR045063			PF00350,PF04799		NP_620432.2,XP_038957607.1							
A0A0G2K5K1	NA								306340						IPR007632,IPR049452			PF04547		XP_038950928.1							
A0A0G2K5L8	rno:405099								405099						IPR000276,IPR000725,IPR017452	rno:405099		PF13853		NP_001000813.1							
A0A0G2K5M5	rno:60563								60563						IPR003347,IPR045109	rno:60563		PF02373		NP_001424170.1,NP_001424171.1,NP_077340.3,XP_006252345.2							
A0A0G2K5M9	NA														IPR002490,IPR011677			PF01496,PF07773									
A0A0G2K5P4	NA																										
A0A0G2K5P5	NA														IPR003598,IPR003599,IPR003961,IPR007110,IPR013098,IPR013783,IPR036116,IPR036179,IPR050964			PF00041,PF07679									
A0A0G2K5P6	NA														IPR023379,IPR038849,IPR042541			PF11527									
A0A0G2K5Q1	rno:295724								295724						IPR000276,IPR000725,IPR017452	rno:295724		PF13853		NP_001000290.1							
A0A0G2K5Q3	NA								690752						IPR019035,IPR021989,IPR021990,IPR051647			PF09497,PF12144,PF12145		XP_038959619.1							
A0A0G2K5Q5	NA								102550284						IPR001356,IPR009057,IPR013087,IPR038861,IPR045762			PF00046,PF19627		XP_038936429.1							
A0A0G2K5Q6	NA								365153						IPR005334,IPR038586			PF03645	R-RNO-5620924	NP_001399488.1,XP_006228033.1							
A0A0G2K5R7	NA														IPR009401,IPR041285,IPR051139			PF06333,PF18296									
A0A0G2K5S0	NA								292767						IPR028246,IPR053871,IPR053872,IPR053873,IPR053874			PF15064,PF22840,PF22846,PF22851	R-RNO-1300642	XP_006228784.1							
A0A0G2K5S4	NA																										
A0A0G2K5S7	NA														IPR000407			PF01150	R-RNO-8850843								
A0A0G2K5T1	NA														IPR001715,IPR011033,IPR014797,IPR022613,IPR031372,IPR032940,IPR036872,IPR038209			PF08683,PF11971,PF17095,PF25532									
A0A0G2K5U3	NA								498029						IPR007581			PF04493		NP_001388992.1							
A0A0G2K5U5	NA								25046						IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050671			PF07686		XP_063128109.1							
A0A0G2K5V2	NA														IPR003671,IPR042567			PF02513									
A0A0G2K5W4	rno:303016								303016						IPR004827,IPR039165,IPR046347	rno:303016				NP_001264086.1,XP_008765803.1,XP_017452726.1,XP_038941812.1,XP_063125023.1,XP_063125024.1,XP_063125025.1							
A0A0G2K5X2	NA								246770						IPR004212,IPR016659,IPR036647			PF02946		XP_006249164.1,XP_006249165.1,XP_063127117.1							
A0A0G2K5X7	rno:367254								367254						IPR000164,IPR007125,IPR009072	rno:367254		PF00125		XP_001058987.1,XP_346042.2							
A0A0G2K5Y1	NA														IPR006925,IPR040057			PF04840									
A0A0G2K5Z9	NA			AABR07068394											IPR009565			PF06679									
A0A0G2K600	NA																										
A0A0G2K601	NA								363458						IPR001442,IPR008160,IPR016187,IPR036954,IPR050938			PF01391,PF01413	R-RNO-1442490,R-RNO-1474244,R-RNO-1650814,R-RNO-2022090,R-RNO-216083,R-RNO-2243919,R-RNO-3000157,R-RNO-3000171,R-RNO-8948216	NP_001414189.1,XP_003754877.1							
A0A0G2K602	NA								289562						IPR006073,IPR027417,IPR048422,IPR052807			PF01926,PF21516		NP_001388376.1,XP_006250907.1							
A0A0G2K606	NA								120103497						IPR009400,IPR035935			PF06331		XP_038969029.1							
A0A0G2K607	NA								683463						IPR003598,IPR003599,IPR007110,IPR013151,IPR013783,IPR036179,IPR050412			PF00047,PF13895		XP_001076302.3,XP_003748761.1							
A0A0G2K610	NA								306110						IPR013087,IPR036236			PF00096		XP_006252470.1,XP_006252471.1,XP_006252472.1,XP_038949314.1							
A0A0G2K615	rno:499873								499873						IPR004910,IPR034752	rno:499873		PF03226	R-RNO-606279	NP_001333352.1							
A0A0G2K620	rno:295721														IPR000276,IPR000725,IPR017452			PF13853									
A0A0G2K622	NA								100363294						IPR026502,IPR029344,IPR038294			PF15247		NP_001257345.2,XP_063133117.1							
A0A0G2K624	NA								24225						IPR002072,IPR019846,IPR020408,IPR020430,IPR029034			PF00243		NP_036645.2							
A0A0G2K633	NA														IPR006816,IPR011989,IPR016024,IPR024574,IPR050868			PF04727,PF11841									
A0A0G2K642	NA														IPR002155,IPR016039,IPR020610,IPR020613,IPR020615,IPR020616,IPR020617			PF00108,PF02803									
A0A0G2K648	NA														IPR001680,IPR015943,IPR019775,IPR020472,IPR036322,IPR051510			PF00400									
A0A0G2K652	NA								316228						IPR001841,IPR002867,IPR004939,IPR008979,IPR011989,IPR013083,IPR014722,IPR016024,IPR016157,IPR016158,IPR017907,IPR019559,IPR021097,IPR036317,IPR036388,IPR044066,IPR045093,IPR047560,IPR047561,IPR055486,IPR056405			PF01485,PF03256,PF11515,PF22191,PF23168,PF24742	R-RNO-8951664	XP_038939436.1							
A0A0G2K664	NA								685284						IPR008979,IPR033558				R-RNO-5620924	XP_017449121.1,XP_017449122.1,XP_063144496.1							
A0A0G2K670	NA														IPR005399,IPR005400,IPR005983,IPR023210,IPR036812			PF00248		XP_017448700.1							
A0A0G2K673	NA														IPR001412,IPR002305,IPR002306,IPR014729			PF00579									
A0A0G2K676	NA														IPR001223,IPR001579,IPR002557,IPR011583,IPR017853,IPR029070,IPR036508,IPR050314			PF00704,PF01607									
A0A0G2K679	NA								313914						IPR001680,IPR015943,IPR019775,IPR036322,IPR052416			PF00400		XP_038968098.1,XP_038968100.1,XP_063117936.1,XP_063117937.1							
A0A0G2K682	NA														IPR001612,IPR018361			PF01146									
A0A0G2K687	NA								303885						IPR004012,IPR025258,IPR037213,IPR048569,IPR052428			PF02759,PF13901,PF21054		XP_006221227.1,XP_038944849.1							
A0A0G2K689	NA																										
A0A0G2K6A7	NA																										
A0A0G2K6A8	NA																										
A0A0G2K6B2	NA														IPR001849,IPR011993,IPR039597,IPR052223			PF00169									
A0A0G2K6B8	rno:405931								405931						IPR000276,IPR000725,IPR017452	rno:405931		PF13853		NP_001001045.1							
A0A0G2K6C6	NA														IPR001304,IPR013600,IPR016186,IPR016187,IPR033992,IPR052013			PF00059,PF08391		XP_003753999.2							
A0A0G2K6C9	NA								365703						IPR003604,IPR006561,IPR013087,IPR036236,IPR043519,IPR049401,IPR049402			PF07528,PF12874,PF20965		XP_006232116.1							
A0A0G2K6D4	NA																										
A0A0G2K6D5	NA								307081						IPR007863,IPR011249,IPR011765,IPR013578,IPR055130			PF00675,PF05193,PF08367,PF22516	R-RNO-1268020	NP_001402089.1,XP_006254248.1							
A0A0G2K6D9	NA														IPR026073												
A0A0G2K6E5	NA														IPR000239,IPR000719,IPR000961,IPR008271,IPR011009,IPR016137,IPR017441,IPR036305,IPR044926			PF00069,PF00615									
A0A0G2K6F2	NA														IPR000436,IPR000859,IPR035914,IPR035976,IPR051277			PF00084,PF00431		XP_006225595.1							
A0A0G2K6F9	NA														IPR000504,IPR012677,IPR025742,IPR035979			PF00076,PF14327									
A0A0G2K6G0	rno:404988								404988						IPR000276,IPR000725,IPR017452	rno:404988		PF13853		NP_001000732.1							
A0A0G2K6G5	NA														IPR000306,IPR004012,IPR009038,IPR011011,IPR013083,IPR017455,IPR036598,IPR037213,IPR047336,IPR047337			PF01363,PF02759									
A0A0G2K6G7	NA								307449						IPR002048,IPR011992,IPR018247,IPR019536,IPR040171			PF10506,PF13499		XP_038952771.1							
A0A0G2K6H2	NA								681913						IPR004045,IPR004046,IPR005955,IPR010987,IPR034330,IPR034333,IPR036249,IPR036282,IPR040079			PF13409,PF14497		XP_006240461.1							
A0A0G2K6H5	NA								292027						IPR011421,IPR027124			PF07572		XP_038953561.1							
A0A0G2K6I0	NA														IPR000630,IPR035987,IPR047863			PF00410									
A0A0G2K6J0	NA														IPR013130,IPR028939,IPR036291,IPR051267			PF01794,PF03807									
A0A0G2K6J4	NA														IPR011701,IPR020846,IPR036259,IPR044740			PF07690	R-RNO-70263								
A0A0G2K6K2	rno:366120								366120						IPR000276,IPR000725,IPR017452,IPR050427	rno:366120		PF13853		NP_001000575.1							
A0A0G2K6K3	NA																										
A0A0G2K6K4	NA																										
A0A0G2K6K7	NA														IPR012943,IPR042791,IPR056273			PF07989,PF23246									
A0A0G2K6K9	NA														IPR009071,IPR036910,IPR051356			PF00505									
A0A0G2K6L0	NA														IPR004937,IPR029020			PF03253									
A0A0G2K6L1	NA								498950						IPR008253,IPR053077			PF01284		XP_006255660.1							
A0A0G2K6L4	NA																										
A0A0G2K6L6	NA								500451						IPR001848,IPR005729,IPR018268,IPR027486,IPR036838			PF00338		NP_001389034.1							
A0A0G2K6L7	NA														IPR004178,IPR013099,IPR015449,IPR036122			PF02888,PF03530,PF07885									
A0A0G2K6M7	NA								305854						IPR013087,IPR036236,IPR051565			PF00096,PF13912		NP_001418349.1,XP_006251946.1							
A0A0G2K6P0	NA								100361960						IPR008433,IPR023272			PF05392		NP_001386501.1,XP_006221796.1,XP_006250994.1,XP_017454941.1,XP_017460272.1,XP_063128864.1							
A0A0G2K6P1	NA								361802						IPR002347,IPR020904,IPR036291,IPR057326			PF13561		XP_006256026.1							
A0A0G2K6P2	rno:406196																										
A0A0G2K6P4	NA														IPR009071,IPR017967,IPR036910,IPR050342			PF00505,PF09011	R-RNO-140342,R-RNO-445989,R-RNO-5620971,R-RNO-5686938,R-RNO-6798695,R-RNO-879415,R-RNO-933542	NP_001102843.1							
A0A0G2K6P5	NA								498228						IPR011701,IPR036259			PF07690		NP_001416725.1,XP_006249853.1							
A0A0G2K6P6	NA														IPR000182,IPR016181			PF00583									
A0A0G2K6P7	NA								315323						IPR003054,IPR018039,IPR032444,IPR039008			PF00038,PF16208		XP_006242457.1							
A0A0G2K6Q5	NA														IPR006073,IPR027417,IPR030378,IPR043358			PF01926									
A0A0G2K6R0	NA								192178						IPR012677,IPR019486,IPR032226,IPR034925,IPR035979,IPR052068			PF10427,PF16608	R-RNO-426496	XP_017450134.1,XP_063119031.1							
A0A0G2K6R5	NA																										
A0A0G2K6R7	NA														IPR003124,IPR021854,IPR028290			PF11945									
A0A0G2K6R8	NA								309169						IPR001715,IPR019448,IPR022735,IPR036872,IPR050540			PF00307,PF10358,PF12130		NP_001123469.1							
A0A0G2K6S9	NA								24582						IPR001609,IPR002928,IPR004009,IPR008989,IPR027417,IPR036961			PF00063,PF01576,PF02736		NP_001416856.1,NP_001416857.1,NP_001416858.1,XP_017452487.1							
A0A0G2K6T9	NA								307481						IPR002126,IPR013164,IPR013585,IPR015919,IPR020894,IPR050174			PF00028,PF08266,PF08374		XP_038953281.1							
A0A0G2K6U0	rno:295884								295884						IPR000276,IPR000725,IPR017452,IPR050427	rno:295884		PF13853		NP_001000353.1							
A0A0G2K6U1	NA														IPR003338,IPR003593,IPR003959,IPR003960,IPR004201,IPR009010,IPR027417,IPR029067,IPR039812,IPR041569,IPR054419			PF00004,PF02359,PF02933,PF17862,PF21964									
A0A0G2K6U6	NA														IPR000008,IPR000569,IPR001202,IPR032348,IPR035892,IPR035983,IPR036020,IPR037795,IPR040524,IPR050409			PF00168,PF00397,PF16562,PF18436									
A0A0G2K6U8	NA														IPR002999,IPR003323,IPR038765,IPR050704			PF02338									
A0A0G2K6V4	NA																										
A0A0G2K6W4	NA								316626						IPR003650,IPR011598,IPR036638,IPR050370			PF00010,PF07527		NP_001386096.1,XP_006245469.1							
A0A0G2K6W5	NA								25590						IPR002394,IPR006029,IPR006201,IPR006202,IPR018000,IPR036719,IPR036734,IPR038050			PF02931,PF02932		NP_077330.2							
A0A0G2K6X0	rno:361883								361883						IPR019266,IPR034913	rno:361883		PF10037		NP_001102013.1							
A0A0G2K6X1	NA																										
A0A0G2K6X8	NA														IPR026271,IPR032675,IPR050694												
A0A0G2K6Y1	NA								54297						IPR016137,IPR024066,IPR034949,IPR036305,IPR044926			PF00615		XP_006250077.1							
A0A0G2K6Y4	NA														IPR000195,IPR004012,IPR021935,IPR035969,IPR037213,IPR037745,IPR047345			PF00566,PF02759,PF12068									
A0A0G2K6Z6	NA								25732						IPR004843,IPR024927,IPR029052,IPR051558			PF00149		NP_062017.2,XP_017450976.1,XP_063121053.1							
A0A0G2K6Z7	NA																										
A0A0G2K6Z8	NA								499249						IPR001849,IPR011993,IPR040392			PF00169,PF25541		NP_001419380.1							
A0A0G2K6Z9	NA			AC136013											IPR031706			PF15848									
A0A0G2K700	NA																										
A0A0G2K703	NA			AABR07046703,AABR07046704,AABR07046705,AABR07046706,AABR07046707,AABR07046708,AABR07073088,AC121024											IPR014720,IPR032478,IPR044473,IPR044474,IPR051740			PF00035,PF16482									
A0A0G2K708	NA														IPR000008,IPR001478,IPR010911,IPR011011,IPR013083,IPR017455,IPR035892,IPR036034,IPR039032,IPR054386			PF00168,PF00595,PF22601									
A0A0G2K713	NA																										
A0A0G2K721	NA														IPR028127			PF14998									
A0A0G2K727	NA														IPR002213,IPR035595,IPR050271			PF00201									
A0A0G2K728	NA								114588						IPR000233,IPR002126,IPR014868,IPR015919,IPR020894,IPR027397,IPR039808			PF00028,PF01049,PF08758		NP_001406469.1,XP_001061943.1							
A0A0G2K730	NA														IPR001406,IPR020094,IPR020095,IPR020097,IPR020103			PF01416									
A0A0G2K732	NA																										
A0A0G2K734	NA														IPR007940			PF05276									
A0A0G2K735	NA								301000						IPR000011,IPR000594,IPR018075,IPR018965,IPR019572,IPR032418,IPR032420,IPR033127,IPR035985,IPR038252,IPR042063,IPR042302,IPR042449,IPR045886			PF00899,PF09358,PF10585,PF16190,PF16191	R-RNO-1169408,R-RNO-5656169,R-RNO-983168,R-RNO-9909505	NP_001380849.1							
A0A0G2K742	NA														IPR001442,IPR008160,IPR016187,IPR036954,IPR050149			PF01391,PF01413	R-RNO-1442490,R-RNO-1474244,R-RNO-1650814,R-RNO-186797,R-RNO-2022090,R-RNO-216083,R-RNO-2243919,R-RNO-3000157,R-RNO-3000171,R-RNO-419037,R-RNO-8948216								
A0A0G2K743	rno:303862								303862						IPR000892,IPR038551,IPR047864	rno:303862		PF01283		XP_001053073.1,XP_221359.1							
A0A0G2K744	NA														IPR001650,IPR011545,IPR014001,IPR027417,IPR052431,IPR055124			PF00270,PF00271,PF23002									
A0A0G2K749	NA														IPR016024,IPR025481,IPR025614,IPR029473,IPR039867,IPR045842			PF14222,PF14225,PF14228,PF19421									
A0A0G2K753	rno:498757								498757						IPR001087,IPR008139,IPR011001,IPR036514,IPR039676,IPR048593	rno:498757		PF00657,PF20825		NP_001178869.1							
A0A0G2K754	NA														IPR000242,IPR000387,IPR003595,IPR003961,IPR013783,IPR016130,IPR029021,IPR036116,IPR044912,IPR050713			PF00041,PF00102									
A0A0G2K757	NA														IPR008814,IPR055373,IPR055374,IPR055375,IPR056790			PF05817,PF23860,PF23861,PF25147									
A0A0G2K769	NA														IPR000152,IPR000742,IPR001881,IPR002049,IPR009030,IPR011489,IPR013111,IPR018097,IPR026823,IPR042635,IPR049883			PF00053,PF07645,PF07974,PF12662,PF14670									
A0A0G2K770	NA								314265						IPR000306,IPR011011,IPR013083,IPR017455,IPR028730			PF01363,PF25569		XP_038968219.1							
A0A0G2K779	NA														IPR028926,IPR038765,IPR052299,IPR056288,IPR056289,IPR056290			PF15627,PF24652,PF24654,PF24656									
A0A0G2K781	NA														IPR001660,IPR013761,IPR029515,IPR037617,IPR037618,IPR037619			PF00536,PF07647									
A0A0G2K791	NA														IPR001705,IPR011332,IPR038584,IPR052008			PF00471									
A0A0G2K793	NA																										
A0A0G2K795	NA														IPR000367,IPR001019,IPR011025,IPR027417			PF00503									
A0A0G2K797	NA														IPR001254,IPR001314,IPR009003,IPR018114,IPR033116,IPR043504			PF00089									
A0A0G2K799	NA														IPR001841,IPR013083,IPR017907,IPR043295,IPR047134			PF13639									
A0A0G2K7A0	NA														IPR000014,IPR000595,IPR000700,IPR001610,IPR003938,IPR003950,IPR005821,IPR014710,IPR018490,IPR035965,IPR050818			PF00027,PF00520,PF13426									
A0A0G2K7A1	NA								100361139						IPR001152,IPR038386			PF01290		NP_001388144.1,XP_002727690.1,XP_002730333.1							
A0A0G2K7A6	NA														IPR000175,IPR037272			PF00209									
A0A0G2K7A7	NA														IPR013087,IPR036236,IPR050758			PF00096,PF13912									
A0A0G2K7B3	NA								290046						IPR000504,IPR012677,IPR017347,IPR035979,IPR051186			PF00076		NP_001264531.1,XP_003751442.1,XP_006251519.1,XP_006251927.1,XP_006251928.1,XP_038949050.1,XP_038949051.1,XP_063130183.1,XP_063130184.1							
A0A0G2K7B7	NA								316034						IPR011990,IPR019734,IPR039740					XP_038937553.1							
A0A0G2K7C3	NA																										
A0A0G2K7D6	NA																										
A0A0G2K7E2	NA																										
A0A0G2K7E7	NA								108348617						IPR001901,IPR008158,IPR023391			PF00584		XP_038952383.1							
A0A0G2K7F1	NA								685425						IPR026099					XP_006233507.1							
A0A0G2K7F3	NA								361771						IPR001594,IPR039859			PF01529		XP_038940605.1							
A0A0G2K7F6	NA														IPR013094,IPR029058,IPR033140,IPR050300			PF07859									
A0A0G2K7F8	NA														IPR008405			PF05461	R-RNO-2168880,R-RNO-381426,R-RNO-8957275								
A0A0G2K7G2	NA														IPR001164,IPR037278,IPR038508,IPR052248			PF01412									
A0A0G2K7G5	NA								316412						IPR029409			PF15383		XP_006245039.1							
A0A0G2K7G7	NA								303135						IPR016491,IPR027417,IPR030379			PF00735		NP_001401276.1							
A0A0G2K7G8	NA														IPR001377,IPR007311			PF01092,PF04184									
A0A0G2K7I4	NA														IPR007850,IPR029341			PF05177,PF15255									
A0A0G2K7I8	NA														IPR003020,IPR003024,IPR011531,IPR013769,IPR016152			PF00955,PF07565									
A0A0G2K7J2	NA														IPR004098,IPR014906,IPR036285,IPR039979			PF02840,PF08799									
A0A0G2K7J5	NA														IPR000884,IPR001627,IPR002165,IPR015943,IPR016201,IPR027231,IPR036352,IPR036383,IPR042821			PF00090,PF01403,PF01437									
A0A0G2K7J9	rno:691398								691398						IPR001766,IPR018122,IPR030456,IPR036388,IPR036390,IPR047389,IPR050211	rno:691398		PF00250		NP_001162056.1							
A0A0G2K7K0	NA																										
A0A0G2K7K6	NA								308212						IPR024843			PF15268		XP_006228027.1							
A0A0G2K7L4	NA								500709						IPR008656,IPR040464,IPR041429			PF05770,PF17927	R-RNO-1855167,R-RNO-1855204,R-RNO-983231	XP_017449793.1							
A0A0G2K7L7	NA								364513						IPR002035,IPR008400,IPR036465			PF00092,PF05587		NP_001419756.1,XP_006222159.2							
A0A0G2K7L8	rno:29220								29220						IPR000742,IPR001881,IPR003367,IPR008859,IPR013320,IPR017897,IPR018097,IPR024665,IPR028974,IPR046970,IPR048287	rno:29220		PF00008,PF02412,PF05735,PF11598		NP_058829.1							
A0A0G2K7M9	NA																										
A0A0G2K7N9	NA								299012						IPR000198,IPR002713,IPR008936,IPR027417,IPR032835,IPR036517,IPR039006,IPR039007,IPR045786,IPR051978,IPR057284			PF00620,PF01846,PF16512,PF19518,PF23083	R-RNO-8980692,R-RNO-9013026,R-RNO-9013148,R-RNO-9013149,R-RNO-9013405,R-RNO-9013406,R-RNO-9013408,R-RNO-9013409,R-RNO-9035034,R-RNO-9696264,R-RNO-9696270,R-RNO-9696273	XP_038967900.1,XP_063117743.1							
A0A0G2K7P2	NA								500030						IPR001965,IPR011011,IPR013083,IPR019786,IPR019787,IPR034732,IPR050701			PF00628,PF13831,PF13832		NP_001385837.1,XP_006236169.1,XP_063142539.1							
A0A0G2K7P9	NA														IPR003598,IPR003599,IPR003961,IPR007110,IPR009138,IPR013098,IPR013106,IPR013783,IPR036116,IPR036179,IPR051170			PF00041,PF07679,PF13927									
A0A0G2K7Q1	NA														IPR005552			PF03803									
A0A0G2K7Q9	NA								289397						IPR001680,IPR001752,IPR015943,IPR019775,IPR019821,IPR027417,IPR027640,IPR036322,IPR036961,IPR056532,IPR056533			PF00225,PF00400,PF23203,PF23204,PF25764		XP_006249918.1							
A0A0G2K7R4	rno:404892								404892						IPR000276,IPR000725,IPR017452	rno:404892		PF13853		NP_001000687.1							
A0A0G2K7R8	NA								85254						IPR007603			PF04515		NP_445944.2							
A0A0G2K7T2	NA								114711						IPR000600,IPR003331,IPR020004,IPR043129			PF00480,PF02350		XP_006238068.1							
A0A0G2K7T9	NA														IPR009357			PF06237									
A0A0G2K7U5	NA														IPR001164,IPR001849,IPR011993,IPR037278,IPR037849,IPR037851,IPR038508,IPR052589			PF00169,PF01412									
A0A0G2K7V2	NA								314959						IPR007677,IPR040460,IPR041263			PF04598,PF17708		NP_001424903.1,NP_001424905.1,NP_001424906.1,NP_001424910.1,XP_006241698.1,XP_006241699.1,XP_006241701.1,XP_006241703.1,XP_008763729.1,XP_017450345.1,XP_063119587.1,XP_063119590.1,XP_063119592.1,XP_063119594.1							
A0A0G2K7V5	NA								301121						IPR003150,IPR007668,IPR036388,IPR036390,IPR039779,IPR057321			PF02257,PF04589,PF25340		NP_001400695.1,XP_006244375.1							
A0A0G2K7V6	NA																										
A0A0G2K7V9	NA														IPR002129,IPR015421,IPR015424,IPR050477,IPR055102,IPR055103			PF00282,PF22930,PF22937									
A0A0G2K7W2	NA														IPR012394,IPR015590,IPR016160,IPR016161,IPR016162,IPR016163,IPR029510			PF00171									
A0A0G2K7W6	NA														IPR036227												
A0A0G2K7W8	NA								246769						IPR011146,IPR036265			PF11969		NP_001263362.1							
A0A0G2K7Y0	NA								54243						IPR000436,IPR035976,IPR051277			PF00084		XP_038946948.1							
A0A0G2K7Y2	NA								117520						IPR006571,IPR018392,IPR036779			PF01476,PF07534		NP_001184836.1,XP_017450107.1,XP_017450108.1,XP_063118979.1							
A0A0G2K7Y5	NA														IPR001060,IPR001452,IPR011072,IPR027267,IPR031160,IPR036028			PF00018,PF00611,PF25610									
A0A0G2K7Y9	NA														IPR001229,IPR036404,IPR052321			PF01419									
A0A0G2K7Z1	NA														IPR003604,IPR013087,IPR036236,IPR051868			PF12874		NP_001100808.1							
A0A0G2K804	NA														IPR000014,IPR001067,IPR001610,IPR011598,IPR013767,IPR035965,IPR036638,IPR050933			PF00010,PF00989,PF14598									
A0A0G2K806	NA														IPR007273			PF04144									
A0A0G2K813	NA			AABR07008469,AABR07008470,AABR07008471,AABR07008472,AABR07008473,AABR07008474											IPR003528,IPR003961,IPR013783,IPR015152,IPR036116,IPR050379			PF00041,PF09067									
