Uniprot_ID	KEGG_sce	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
P55841	dme:Dmel_CG6253			AE014296,Y09766,Y10015,Y10017					38983						IPR002784,IPR008991,IPR014722,IPR039660	dme:Dmel_CG6253		PF01929	R-DME-156827,R-DME-1799339,R-DME-72689,R-DME-72706,R-DME-975956,R-DME-975957	NP_523975.1							
P56538	dme:Dmel_CG17611			AE013599,AY094688,X97641					37776						IPR002769	dme:Dmel_CG17611		PF01912		NP_659573.1							
P56544	dme:Dmel_CG16870			AE014134,AJ243543					34807						IPR001792,IPR017968,IPR020456,IPR036046	dme:Dmel_CG16870		PF00708		NP_001285916.1,NP_523563.1							
P56672	dme:Dmel_CG10036			AE013599,BT023887,BT030422					37364						IPR000047,IPR001356,IPR003654,IPR009057,IPR017970,IPR051895	dme:Dmel_CG10036		PF00046		NP_001036563.1,NP_001097388.2							
P58950	dme:Dmel_CG32664			AE014298,DQ989010					117501						IPR013604	dme:Dmel_CG32664		PF08395		NP_727523.1							
P58951	dme:Dmel_CG31662			AE014134					117500						IPR013604	dme:Dmel_CG31662		PF08395		NP_722733.1							
P58952	dme:Dmel_CG31929			AE014134					117499						IPR013604	dme:Dmel_CG31929		PF08395		NP_722732.2							
P58953	dme:Dmel_CG31936			AE014134					117498						IPR013604	dme:Dmel_CG31936		PF08395		NP_722731.1							
P58954	dme:Dmel_CG31932			AE014134					117349						IPR013604	dme:Dmel_CG31932		PF08395		NP_722729.2							
P58955	dme:Dmel_CG31747			AE014134					117488						IPR013604	dme:Dmel_CG31747		PF08395		NP_724038.2							
P58960	dme:Dmel_CG31620			AE014134					117347						IPR013604	dme:Dmel_CG31620		PF08395		NP_724336.1							
P58961	dme:Dmel_CG30030			AE013599					117345							dme:Dmel_CG30030				NP_725040.2							
P58962	dme:Dmel_CG30396			AE013599					117344						IPR013604	dme:Dmel_CG30396		PF08395		NP_726135.2							
P58985	dme:Dmel_CG30330			AE013599					117343						IPR013604	dme:Dmel_CG30330		PF08395		NP_611758.2							
P82295	dme:Dmel_CG7740			AE014296,AF127935,AF197345,AY061324,BT003602,BT031128					38372						IPR008795	dme:Dmel_CG7740		PF05478		NP_001261351.1,NP_647770.1,NP_728809.1,NP_728810.1							
P82982	dme:Dmel_CG32401			AE014296					318011						IPR004117	dme:Dmel_CG32401		PF02949		NP_729161.1							
P82983	dme:Dmel_CG32402			AE014296					318012						IPR004117	dme:Dmel_CG32402		PF02949		NP_729162.3							
P82984	dme:Dmel_CG32403			AE014296					318013						IPR004117	dme:Dmel_CG32403		PF02949		NP_729163.2							
P82986	dme:Dmel_CG31519			AE014297					318778						IPR004117	dme:Dmel_CG31519		PF02949		NP_730794.1							
P83097	dme:Dmel_CG31127			AE014297,AY058568,BT001869					318600						IPR000719,IPR001245,IPR002889,IPR003961,IPR011009,IPR013783,IPR036116,IPR050122	dme:Dmel_CG31127		PF01822,PF07714,PF23144	R-DME-114604,R-DME-354192,R-DME-5621480,R-DME-9013407,R-DME-912631,R-DME-9674555,R-DME-9705462	NP_733018.1							
P83101	dme:Dmel_CG31003			AE014297,BT001338					318552						IPR000719,IPR008271,IPR011009,IPR017441,IPR039192,IPR050591	dme:Dmel_CG31003		PF00069	R-DME-195253,R-DME-196299,R-DME-3371453,R-DME-399956,R-DME-4641262,R-DME-5610785,R-DME-9762114,R-DME-9856649	NP_733426.1							
P83104	dme:Dmel_CG31421			AE014297,BT022955					318725						IPR000719,IPR001245,IPR008271,IPR011009,IPR017441	dme:Dmel_CG31421		PF00069		NP_732554.1							
P83118	dme:Dmel_CG31147			AE014297					117467						IPR010596,IPR017981,IPR023311,IPR036272,IPR044860,IPR051384	dme:Dmel_CG31147		PF06652		NP_001262465.1,NP_731479.3							
P83119	dme:Dmel_CG32853			AE014297					261599						IPR010596,IPR017981,IPR022343,IPR023311,IPR036272,IPR044860,IPR051384	dme:Dmel_CG32853		PF06652		NP_731791.2							
P83295	dme:Dmel_CG32256			AE014296					117479						IPR009318	dme:Dmel_CG32256		PF06151		NP_001246610.1,NP_523913.2							
P83296	dme:Dmel_CG32258			AE014296,BT003632					3771916						IPR009318	dme:Dmel_CG32258		PF06151		NP_728923.2							
P83548	dme:Dmel_CG32750			AE014298,BT125050					326238						IPR003010,IPR012101,IPR036526,IPR040154,IPR043957	dme:Dmel_CG32750		PF00795,PF19018		NP_727067.1							
P84180	dme:Dmel_CG31931			AE014134					117492						IPR013604	dme:Dmel_CG31931		PF08395		NP_001014456.1							
P84181	dme:Dmel_CG31930			AE014134					14462661						IPR013604	dme:Dmel_CG31930		PF08395		NP_001259882.1							
P84345	dme:Dmel_CG34072		CPX-8618,CPX-8619	AF200828,AF200829,AJ400907,EU493757,FJ190105,FJ190106,FJ190107,FJ190108,FJ190109,FJ190110,J01404,KJ947872,U37541					19893538						IPR001421	dme:Dmel_CG34072		PF00895		YP_009047269.1							
P91931	dme:Dmel_CG5029			AE014134,Y11216,Y11820					34396						IPR001985,IPR016067,IPR018166,IPR048283	dme:Dmel_CG5029		PF01536	R-DME-351202	NP_477223.2							
P92029	dme:Dmel_CG42567			AE013599,Y11900					37869						IPR001623,IPR036869,IPR052763	dme:Dmel_CG42567		PF00226		NP_523840.1,NP_611892.2							
Q02361	dme:Dmel_CG3668			AE013599,AY084204,BT025198,M96442					37631						IPR001766,IPR018122,IPR030456,IPR036388,IPR036390,IPR050211	dme:Dmel_CG3668		PF00250		NP_523814.1							
Q02926	dme:Dmel_CG6354			AE014297,BT001320,L02106					43231						IPR000504,IPR012677,IPR035979	dme:Dmel_CG6354		PF00076		NP_001014671.1,NP_001014672.1,NP_001014673.1,NP_001014674.1,NP_001014675.1,NP_001014676.1,NP_001014677.1,NP_524520.1,NP_733172.1							
Q04691	dme:Dmel_CG17285			AE014296,AY119088,BT003230,BT003568,X54997,X69965					39566						IPR005203,IPR005204,IPR013788,IPR014756,IPR036697,IPR037020	dme:Dmel_CG17285		PF03722,PF03723		NP_524065.1,NP_729959.1							
Q058U1	dme:Dmel_CG6416			AE014296,BT029127					38988						IPR001478,IPR006643,IPR031847,IPR036034,IPR050604	dme:Dmel_CG6416		PF00595,PF15936		NP_001163382.1							
Q058U9	dme:Dmel_CG3022			AE014134,BT029119					33248						IPR001828,IPR002455,IPR028082	dme:Dmel_CG3022		PF01094		NP_001162846.1							
Q058V3	dme:Dmel_CG30296			AE013599,BT029115					37384						IPR026160,IPR032763	dme:Dmel_CG30296		PF15361		NP_001097389.1							
Q059A4	dme:Dmel_CG4627			AE013599,BT029064					36457						IPR026571,IPR045325	dme:Dmel_CG4627		PF06979	R-DME-611105,R-DME-6799198	NP_610846.2							
Q06521	dme:Dmel_CG9271			AE014134,BT023245,BT029421,BT029422,EF441692,L08852,M22700,X01802					34758						IPR013135	dme:Dmel_CG9271		PF10542		NP_476785.1							
Q06943	dme:Dmel_CG17921			AE013599,AY113439,X71139					37480						IPR009071,IPR036910,IPR050342	dme:Dmel_CG17921		PF00505		NP_001286694.1,NP_001286695.1,NP_726106.1,NP_726107.1							
Q07886	dme:Dmel_CG12759			AE013599,AY058728,L13612,Z23266					35917						IPR000629,IPR001650,IPR011545,IPR014001,IPR014014,IPR027417,IPR050079	dme:Dmel_CG12759		PF00270,PF00271	R-DME-6791226	NP_476927.1							
Q08694	dme:Dmel_CG1179			AE014296,Z22225					38125						IPR000974,IPR001916,IPR019799,IPR023346	dme:Dmel_CG1179		PF00062	R-DME-5653890	NP_001261245.1,NP_523882.1							
Q0E8D8	dme:Dmel_CG32178			AE014296					64879						IPR001365,IPR006330,IPR006331,IPR013659,IPR032466	dme:Dmel_CG32178		PF00962,PF08451		NP_001036612.1,NP_001036613.1							
Q0E8E7	dme:Dmel_CG33260			AE014296					2768977						IPR006677,IPR011856,IPR016690,IPR036167	dme:Dmel_CG33260		PF01974		NP_001036605.2							
Q0E8E8	dme:Dmel_CG4994			AE014296,BT128860					39587						IPR018108,IPR023395,IPR044677	dme:Dmel_CG4994		PF00153		NP_001246757.1,NP_524069.2,NP_729978.1							
Q0E8G6	dme:Dmel_CG3689			AE014296					39083						IPR000086,IPR015797,IPR016706	dme:Dmel_CG3689		PF13869	R-DME-72187,R-DME-72203,R-DME-73856,R-DME-77595	NP_001036597.1							
Q0E8K6	dme:Dmel_CG34140			AE014296,BT088434					4379908						IPR001406,IPR020094,IPR020095,IPR020097,IPR020103	dme:Dmel_CG34140		PF01416		NP_001036574.1							
Q0E8K8	dme:Dmel_CG7047			AE014296,BT150163,BT150199					38023						IPR011021,IPR011022,IPR014752,IPR014756,IPR050357	dme:Dmel_CG7047		PF00339,PF02752	R-DME-844456	NP_001163303.1,NP_001261184.1,NP_612004.2,NP_728479.1,NP_995943.1							
Q0E8L0	NA			AE014134					34112						IPR027272,IPR031334,IPR031805,IPR056768,IPR056769,IPR056770			PF12166,PF15917,PF23188,PF24871,PF24874		NP_001036346.3							
Q0E8U6	NA			AE014134,BT053740					33367						IPR001680,IPR011047,IPR015943,IPR036322,IPR052779,IPR056162			PF00400,PF24782		NP_001036328.1							
Q0E8W1	NA			AE013599					37986						IPR013120,IPR026055,IPR033640,IPR036291			PF03015,PF07993		NP_726499.1,NP_726500.1							
Q0E990	NA			AE013599					36488						IPR001757,IPR006539,IPR008250,IPR018303,IPR023214,IPR023298,IPR023299,IPR032630,IPR032631,IPR036412,IPR044492			PF13246,PF16209,PF16212		NP_725291.2							
Q0E993	NA			AE013599					45783						IPR001412,IPR002300,IPR002303,IPR009008,IPR009080,IPR013155,IPR014729,IPR033705,IPR037118			PF00133,PF08264		NP_524838.1,NP_725259.1							
Q0E996	NA			AE013599,BT150476					46020						IPR003307,IPR003890,IPR003891,IPR016024			PF02020,PF02854		NP_652027.2,NP_725242.1							
Q0E9A1	NA			AE013599					36396						IPR002110,IPR012338,IPR015868,IPR036770,IPR041541			PF04960,PF12796,PF17959		NP_610809.3							
Q0E9A7	dme:Dmel_CG30054			AE013599					246420						IPR000654,IPR001019,IPR011025,IPR027417	dme:Dmel_CG30054		PF00503	R-DME-112043,R-DME-202040,R-DME-399997,R-DME-416476,R-DME-418592,R-DME-428930,R-DME-434316,R-DME-6814122,R-DME-9856530,R-DME-9860927	NP_001036538.3							
Q0E9B2	NA			AE013599					36362						IPR000433,IPR011992,IPR015153,IPR015154,IPR017432,IPR043145,IPR050774			PF00569,PF09068,PF09069		NP_725171.1							
Q0E9B6	dme:Dmel_CG8857			AE013599,BT088759,BT088761					36321						IPR000266,IPR012340,IPR019979,IPR028333,IPR032440	dme:Dmel_CG8857		PF00366,PF16205	R-DME-156827,R-DME-1799339,R-DME-72649,R-DME-72689,R-DME-72695,R-DME-72702,R-DME-72706,R-DME-975956,R-DME-975957	NP_725114.1							
Q0E9G8	NA			AE013599					35655						IPR013604			PF08395		NP_001036531.1							
Q0IGU7	dme:Dmel_CG5005			AE013599,BT028823					37027						IPR011598,IPR036638,IPR050283	dme:Dmel_CG5005		PF00010		NP_477302.1							
Q0IGY0	dme:Dmel_CG34411			AE014298,BT028790					5740505						IPR000276,IPR001611,IPR002172,IPR003591,IPR008112,IPR017452,IPR023415,IPR032675,IPR036055	dme:Dmel_CG34411		PF00001,PF00057,PF13855		NP_001096966.2							
Q0IGY5	NA			AE014297,BT028785,BT029048					5740349											NP_001097682.1							
Q0KHR4	dme:Dmel_CG8923			AE014298,BT150240,BT150277					3772646						IPR027417	dme:Dmel_CG8923				NP_001027068.1,NP_001138215.1,NP_001188657.1,NP_728052.2							
Q0KHR7	dme:Dmel_CG9699			AE014298					32646						IPR016491,IPR027417,IPR030379	dme:Dmel_CG9699		PF00735	R-DME-111457,R-DME-111469	NP_573147.2,NP_728003.1,NP_728004.1,NP_728005.1,NP_728006.1,NP_728007.1							
Q0KHX7	dme:Dmel_CG13366			AE014298,BT133283					31004						IPR001715,IPR036872,IPR050540	dme:Dmel_CG13366		PF00307		NP_001036254.1,NP_001284745.1,NP_001284748.1							
Q0KHZ6	dme:Dmel_CG7834			AE014297					43515						IPR000049,IPR012255,IPR014729,IPR014730,IPR033948	dme:Dmel_CG7834		PF01012	R-DME-611105	NP_651727.1,NP_733307.1							
Q0KI14	dme:Dmel_CG31121			AE014297,BT044135					42975						IPR003439,IPR013525,IPR027417,IPR050352	dme:Dmel_CG31121		PF00005,PF01061	R-DME-1369062,R-DME-1660661,R-DME-189451,R-DME-189483,R-DME-917937,R-DME-9753281,R-DME-9793528	NP_733058.1,NP_733059.1							
Q0KI81	dme:Dmel_CG42327			AE014297,BT030125					41401						IPR000242,IPR000387,IPR003595,IPR008356,IPR016130,IPR029021	dme:Dmel_CG42327		PF00102		NP_001036706.2							
Q0KI98	dme:Dmel_CG9735			AE014297,BT044253					45399						IPR001412,IPR002305,IPR002306,IPR014729	dme:Dmel_CG9735		PF00579		NP_524826.1							
Q0KIA5	dme:Dmel_CG7549			AE014297,BT044586,BT126358					40970						IPR002557,IPR036508,IPR052976	dme:Dmel_CG7549		PF01607		NP_001036686.3,NP_001287231.1							
Q0KIC3	dme:Dmel_CG43427			AE014297,AY094730,BT044214					40583						IPR031865	dme:Dmel_CG43427		PF15949									
Q1EC11	dme:Dmel_CG8767			AE013599,BT025923					36404						IPR000719,IPR008271,IPR011009,IPR017441,IPR050167	dme:Dmel_CG8767		PF00069		NP_610817.1							
Q1EC92	dme:Dmel_CG43729			AE013599,BT025842					5740318						IPR002219,IPR027267,IPR039688,IPR046349	dme:Dmel_CG43729		PF00130		NP_001097322.1							
Q1RL12	NA			AE014134,BT025048					33953						IPR000402,IPR038702			PF00287		NP_001014476.1,NP_477169.1,NP_723216.1							
Q1RL13	dme:Dmel_CG42708			AE013599,BT025047					36396						IPR002110,IPR012338,IPR015868,IPR036770,IPR041541	dme:Dmel_CG42708		PF04960,PF12796,PF17959	R-DME-210500,R-DME-5628897,R-DME-8964539	NP_001163129.1							
Q1W9P9	dme:Dmel_CG2904			AE014298,DQ418878					31339						IPR001394,IPR028889,IPR038765,IPR052398	dme:Dmel_CG2904		PF00443		NP_001096877.1							
Q1W9Q0	NA			AE014298,DQ418877					31339						IPR001394,IPR028889,IPR038765,IPR052398			PF00443		NP_570078.2							
Q23970	dme:Dmel_CG11422			AE014297,AJ574644,AJ574762,AJ574763,AJ574764,AJ574765,AJ574766,AJ574767,AJ574768,AJ574769,AJ574770,AJ574771,AJ574772,AJ574773,AJ574774,U02543,U81502					40738						IPR006170,IPR036728	dme:Dmel_CG11422		PF01395		NP_524242.2							
Q23982	dme:Dmel_CG2665			AE013599,BT023332,BT023333,U08282					326108							dme:Dmel_CG2665				NP_001286879.1,NP_523866.2							
Q24007	NA			AE013599,BT011025,U15220					37549						IPR001611,IPR003591,IPR032675,IPR050333			PF13855		NP_001286714.1,NP_726190.1,NP_726191.1,NP_726192.1							
Q24039	dme:Dmel_CG7960			AE014296,U22176					38202						IPR003417,IPR036552	dme:Dmel_CG7960		PF02312		NP_477066.2							
Q24040	dme:Dmel_CG7959			AE014296,AY058784,U22177					38198						IPR003417,IPR036552	dme:Dmel_CG7959		PF02312	R-DME-8877330,R-DME-8878166,R-DME-8931987,R-DME-8934593,R-DME-8936459,R-DME-8939236,R-DME-8939243,R-DME-8939245,R-DME-8939246,R-DME-8939247,R-DME-8941326,R-DME-8941858,R-DME-8951936,R-DME-9018519	NP_477065.3							
Q24154	dme:Dmel_CG10071			AE013599,U40226					37430						IPR002673	dme:Dmel_CG10071		PF01779	R-DME-156827,R-DME-1799339,R-DME-72689,R-DME-72706,R-DME-975956,R-DME-975957	NP_477203.1,NP_726053.1,NP_726054.1							
Q24178	dme:Dmel_CG17268		CPX-9087	AE014297,AY075276,AY542403,AY542404,AY542405,AY542406,AY542407,AY542408,AY542409,U46008					42457						IPR000426,IPR001353,IPR023332,IPR029055,IPR050115	dme:Dmel_CG17268		PF00227,PF10584		NP_650910.1							
Q24186	dme:Dmel_CG8922			AE014298,AY075368,U48394					32700						IPR000235,IPR005716,IPR020606,IPR023798,IPR036823	dme:Dmel_CG8922		PF00177	R-DME-156827,R-DME-1799339,R-DME-72649,R-DME-72689,R-DME-72695,R-DME-72702,R-DME-72706,R-DME-975956,R-DME-975957	NP_001285360.1,NP_001285361.1,NP_001285362.1,NP_523382.1							
Q24188	dme:Dmel_CG2374			AE013599,AY071541,U49081					35623						IPR008952,IPR018499	dme:Dmel_CG2374		PF00335	R-DME-6798695	NP_001260757.1,NP_523639.1							
Q24319	dme:Dmel_CG9022		CPX-8761,CPX-8803	AE014298,BT010050,X81207,X81999					31849						IPR005013,IPR055457,IPR055459	dme:Dmel_CG9022		PF03345,PF23358	R-DME-6798695	NP_511096.2							
Q24337	dme:Dmel_CG1871			AE014298,BT001470,L36921					43951						IPR000781,IPR035912	dme:Dmel_CG1871		PF01133		NP_001259363.1,NP_001259364.1,NP_001259365.1,NP_524662.1,NP_727293.1							
Q24454	dme:Dmel_CG5052			AE014134,AY061227,X93653					34404						IPR006940	dme:Dmel_CG5052		PF04856		NP_001260334.1,NP_476678.1							
Q24583	dme:Dmel_CG8210			AE013599,BT088780,Z26918					36731						IPR005772,IPR008218,IPR036906	dme:Dmel_CG8210		PF01990	R-DME-1222556,R-DME-77387,R-DME-917977,R-DME-9639288,R-DME-983712	NP_476969.1							
Q26307	dme:Dmel_CG8084			AE013599,S63815					35913							dme:Dmel_CG8084				NP_477038.1							
Q26416	dme:Dmel_CG7216			AE014134,AY119158,S76894					34052						IPR031874	dme:Dmel_CG7216		PF15955		NP_477115.1							
Q27575	dme:Dmel_CG4569		CPX-9087	AE013599,AY089456,AY542417,AY542418,AY542421,AY542422,AY542423,AY542424,AY542425,AY542426,AY542427,U46009					37910						IPR000426,IPR001353,IPR023332,IPR029055,IPR050115	dme:Dmel_CG4569		PF00227,PF10584		NP_001286844.1,NP_611920.1							
Q27589	dme:Dmel_CG3466			AE014298,AF017006,AF017007,AF017008,AF017009,AF017010,AF017011,AF017012,AF017013,AF017014,AF017015,AF017016,AF017017,AF017018,AL009194,AY118763,X75955,Z23005					31192						IPR001128,IPR002401,IPR017972,IPR036396,IPR050196	dme:Dmel_CG3466		PF00067	R-DME-193144,R-DME-211976	NP_001284806.1,NP_525043.1							
Q27594	dme:Dmel_CG10246			AE013599,AY119196,L46860					36663						IPR001128,IPR002401,IPR017972,IPR036396,IPR050476	dme:Dmel_CG10246		PF00067		NP_523748.2							
Q27606	dme:Dmel_CG2060			AE013599,AY058518,U34332,U56957,X86076					35822						IPR001128,IPR002401,IPR017972,IPR036396,IPR050196	dme:Dmel_CG2060		PF00067	R-DME-193144,R-DME-211976	NP_001286196.1,NP_477117.2							
Q29QE1	dme:Dmel_CG40494			AE014298,BT024449					5740235						IPR000008,IPR000198,IPR000219,IPR001849,IPR008936,IPR011993,IPR035892,IPR035899,IPR036481,IPR037769	dme:Dmel_CG40494		PF00620,PF00621,PF19057		NP_001096855.1,NP_001096856.1							
Q29R16	NA			AE014296,BT024224					44297						IPR001375,IPR002469,IPR029058,IPR050278			PF00326,PF00930		NP_001137955.1							
Q29R20	dme:Dmel_CG44837			AE014296,BT024220					5740513						IPR008257,IPR032466	dme:Dmel_CG44837		PF01244		NP_001097590.1							
Q2M1E6	dme:Dmel_CG44193			AE014297,BT024186					40608						IPR000219,IPR000299,IPR000798,IPR001849,IPR011993,IPR014352,IPR014847,IPR018979,IPR018980,IPR019747,IPR019748,IPR019749,IPR029071,IPR035899,IPR035963,IPR041788,IPR051835	dme:Dmel_CG44193		PF00169,PF00373,PF00621,PF08736,PF09379,PF09380		NP_001036676.1							
Q2PDR0	dme:Dmel_CG33977			AE014297,BT032764,KX531670					3885575						IPR013174	dme:Dmel_CG33977		PF08285		NP_001034051.1							
Q2PDU2	dme:Dmel_CG5983			AE014134					34689						IPR001054,IPR029787	dme:Dmel_CG5983		PF00211		NP_001033902.1							
Q2PE14	dme:Dmel_CG4622			AE013599,AY061482,BT021468,BT044256					37919						IPR001878,IPR006568,IPR052115	dme:Dmel_CG4622		PF00098,PF04046		NP_001033971.2,NP_611929.1							
Q3YMU0	dme:Dmel_CG8983			AE013599,BT099537,DQ062786					36270						IPR005788,IPR005792,IPR013766,IPR017937,IPR036249,IPR041868,IPR046374	dme:Dmel_CG8983		PF00085,PF13848	R-DME-901042	NP_725084.2							
Q3ZAK6	dme:Dmel_CG33348			AE013599,BT023863					2768721						IPR006601	dme:Dmel_CG33348				NP_995765.1							
Q3ZAN1	dme:Dmel_CG8090			AE013599,BT023838					36682						IPR015672,IPR022535,IPR025969	dme:Dmel_CG8090		PF12430,PF12537		NP_611016.2							
Q494I2	dme:Dmel_CG6606			AE014298,BT023794,BT053745					32850						IPR000008,IPR019018,IPR035892,IPR037245,IPR037789	dme:Dmel_CG6606		PF00168,PF09457		NP_001162791.1							
Q4AB54	dme:Dmel_CG33861			AE014134					3771736,3771991,3772581						IPR005818,IPR005819,IPR036388,IPR036390	dme:Dmel_CG33855,dme:Dmel_CG33858,dme:Dmel_CG33861		PF00538		NP_001027369.1,NP_001027374.1,NP_001027379.1							
Q4AB57	dme:Dmel_CG33859			AE014134					3772139,3772346,3772556						IPR002119,IPR007125,IPR009072,IPR032454,IPR032458	dme:Dmel_CG33853,dme:Dmel_CG33856,dme:Dmel_CG33859		PF00125,PF16211	R-DME-201722,R-DME-212300,R-DME-2299718,R-DME-2559580,R-DME-2559582,R-DME-3214815,R-DME-3214847,R-DME-3214858,R-DME-427359,R-DME-427413,R-DME-5578749,R-DME-5625886,R-DME-5689603,R-DME-5689880,R-DME-5689901,R-DME-5693565,R-DME-68616,R-DME-73772,R-DME-8936459,R-DME-9018519,R-DME-9841922,R-DME-9843940	NP_001027366.1,NP_001027371.1,NP_001027376.1							
Q4LDP4	dme:Dmel_CG18109		CPX-2243	AE014134					34931						IPR041470,IPR042241	dme:Dmel_CG18109		PF17681		NP_723933.1							
Q4QPP9	NA			AE013599,BT023717					37336						IPR004826,IPR004827,IPR008917,IPR024874			PF03131		NP_611500.1							
Q4V3H4	dme:Dmel_CG9459			AE014297,BT023334,BT023382					41213						IPR002076,IPR030457	dme:Dmel_CG9459		PF01151	R-DME-75876	NP_649958.2							
Q4V3S6	dme:Dmel_CG4812			AE013599,BT023280					36489						IPR001254,IPR001314,IPR009003,IPR018114,IPR033116,IPR043504,IPR050430	dme:Dmel_CG4812		PF00089		NP_610874.1							
Q4V516	dme:Dmel_CG34110			AE014297,BT022813,BT022840,BT022876					4379864						IPR002931,IPR033551,IPR038765,IPR056291,IPR056292	dme:Dmel_CG34110		PF01841,PF24667,PF24671		NP_001036757.1							
Q4V528	dme:Dmel_CG31860			AE014134,BT022828					326167						IPR002524,IPR027469,IPR050681	dme:Dmel_CG31860		PF01545		NP_001188793.1							
Q4V551	dme:Dmel_CG7907			AE014297,BT022776,BT022805					42539						IPR003890,IPR015172,IPR015174,IPR016024,IPR027159	dme:Dmel_CG7907		PF02854,PF09088,PF09090		NP_001097860.1,NP_001097861.1							
Q4V5A7	dme:Dmel_CG7229			AE013599,BT022749					37207						IPR001487,IPR018359,IPR027353,IPR036427,IPR050935	dme:Dmel_CG7229		PF00439		NP_611401.2							
Q4V5H1	dme:Dmel_CG17266			AE013599,BT022685					35571						IPR002130,IPR020892,IPR024936,IPR029000	dme:Dmel_CG17266		PF00160		NP_001246149.1,NP_610224.1							
Q4V6A8	dme:Dmel_CG12821			AE013599,BT022398,BT088901					50253						IPR007135	dme:Dmel_CG12821		PF03987		NP_001097215.1,NP_001097216.2							
Q4V6L4	dme:Dmel_CG8093			AE013599,BT022292					36686						IPR006693,IPR025483,IPR029058	dme:Dmel_CG8093		PF04083		NP_001286441.1,NP_611020.1							
Q500X4	dme:Dmel_CG13340	3.4.11.1		AE013599,BT022093					36524						IPR000819,IPR008283,IPR011356,IPR043472	dme:Dmel_CG13340		PF00883,PF02789		NP_001260959.1,NP_610900.1							
Q53YG3	dme:Dmel_CG9045			AE014298,BT003262					32543						IPR001005,IPR009057,IPR015395,IPR017930,IPR050560	dme:Dmel_CG9045		PF00249,PF09316,PF13921		NP_511170.1,NP_996454.1,NP_996456.1,NP_996457.1							
Q541C9	dme:Dmel_CG3181			AE014134,AY089595					33499						IPR000398,IPR020940,IPR023451,IPR036926,IPR045097	dme:Dmel_CG3181		PF00303		NP_001285570.1,NP_477367.1							
Q58CJ5	dme:Dmel_CG31374			AE014297,BT021952					41377						IPR003124	dme:Dmel_CG31374		PF02205		NP_001163588.1,NP_001247049.1,NP_001247051.1							
Q59DN5	dme:Dmel_CG11153			AE014135,BT133294					43844						IPR009071,IPR036910,IPR051356	dme:Dmel_CG11153		PF00505	R-DME-3769402	NP_001014695.1							
Q59DZ2	dme:Dmel_CG15279			AE014134,BT024973					34863						IPR000175,IPR037272	dme:Dmel_CG15279		PF00209		NP_001014484.2							
Q59DZ6	NA			AE014134,BT030993,BT031204					33986						IPR000115,IPR011054,IPR011761,IPR013815,IPR016185,IPR020559,IPR020560,IPR020561,IPR020562,IPR037123			PF01071,PF02843,PF02844		NP_001014477.1							
Q59E09	dme:Dmel_CG9390			AE014296,BT126330					40348						IPR000873,IPR011904,IPR020845,IPR025110,IPR032387,IPR042099,IPR045851	dme:Dmel_CG9390		PF00501,PF13193,PF16177		NP_001014599.2,NP_730611.1							
Q59E23	NA			AE014296					38871						IPR001273,IPR002912,IPR005961,IPR018301,IPR019773,IPR019774,IPR036329,IPR036951,IPR041912,IPR045865			PF00351		NP_001014573.1							
Q5BI77	NA			AE014296,BT021347					3355151											NP_001104399.1							
Q5LJN2	dme:Dmel_CG40448			BT125998,CP007106					3355173						IPR004843,IPR006186,IPR029052,IPR031675,IPR050341	dme:Dmel_CG40448		PF00149,PF16891		NP_001015497.4							
Q5LJP0	dme:Dmel_CG17866			CP007106					3355181						IPR003593,IPR004273,IPR013594,IPR013602,IPR024317,IPR024743,IPR026983,IPR027417,IPR035699,IPR035706,IPR041228,IPR041466,IPR041589,IPR041658,IPR042219,IPR042222,IPR042228,IPR043157,IPR043160,IPR056759	dme:Dmel_CG17866		PF03028,PF08385,PF08393,PF12774,PF12775,PF12777,PF12780,PF12781,PF17852,PF17857,PF18198,PF18199,PF25007		NP_001015505.5							
Q5LJU1	dme:Dmel_CG41106			AE014298,BT125622					3355167						IPR019168	dme:Dmel_CG41106		PF09771		NP_001036309.1							
Q5LK12	NA			AE014296					3354919						IPR011545,IPR014001,IPR014014,IPR027417			PF00270		NP_001015152.2							
Q5LK13	dme:Dmel_CG17023			AE014296					3354919						IPR001650,IPR011545,IPR014001,IPR014014,IPR027417	dme:Dmel_CG17023		PF00270,PF00271		NP_001015151.1							
Q5U0W8	NA			AE014298,BT016124					31181						IPR001660,IPR012313,IPR013761,IPR038603			PF00536		NP_001162644.1,NP_001284802.1,NP_001284803.1							
Q5U154	dme:Dmel_CG8271			AE013599,BT016038					36263						IPR011701,IPR020846,IPR036259,IPR050327	dme:Dmel_CG8271		PF07690		NP_610706.1							
Q5U156	NA			AE013599,BT016036					36685						IPR013087,IPR050888,IPR057618			PF25429		NP_611019.2							
Q6AWD5	dme:Dmel_CG8176			AE014297,BT015313					261329						IPR001060,IPR018808,IPR027267,IPR028565,IPR031160,IPR054713	dme:Dmel_CG8176		PF10291,PF22699	R-DME-8856825,R-DME-8856828	NP_001097723.1,NP_001097724.2							
