Uniprot_ID	KEGG_sce	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
P48236	sce:YGR149W	2.3.1.B36		BK006941,X85807,Z72934					853052						IPR021261	sce:YGR149W		PF10998		NP_011665.1							
P48237	sce:YGR150C			BK006941,X85807,Z72935					853053						IPR002885,IPR011990	sce:YGR150C		PF13041		NP_011666.1							
P48240	sce:YGR158C		CPX-599,CPX-603	BK006941,S80548,X85807,Z72943					853062						IPR001247,IPR020568,IPR027408,IPR050080	sce:YGR158C		PF01138	R-SCE-429958,R-SCE-450385,R-SCE-450513,R-SCE-6791226	NP_011674.3							
P48361	sce:YGR097W			BK006941,U27209,Z72882					852989						IPR001849,IPR011993,IPR046868,IPR046869	sce:YGR097W		PF20399,PF20400		NP_011611.1							
P48412	sce:YGR072W		CPX-1315	AY692750,BK006941,L41153,Z72857					852963						IPR005120,IPR012677,IPR035979,IPR039722	sce:YGR072W		PF03467	R-SCE-159236,R-SCE-975957	NP_011586.1							
P48415	sce:YPL085W			BK006949,U23819,U41849					856020						IPR024298,IPR024340,IPR024468	sce:YPL085W		PF12931,PF12932,PF12935	R-SCE-204005	NP_015240.1							
P48439	sce:YOR085W	2.4.99.18	CPX-1639	AY558041,BK006948,U25052,X79596,X94335,Z74993					854252						IPR021149	sce:YOR085W		PF04756	R-SCE-5223345,R-SCE-6798695	NP_014728.1							
P48445	sce:YDL141W			BK006938,U27182,X96876,Z74189					851414						IPR004143,IPR004408,IPR019197,IPR029062,IPR045864	sce:YDL141W		PF03099,PF09825	R-SCE-196780	NP_010140.1							
P48510	sce:YMR276W			BK006946,L40587,Z49704					855319						IPR000626,IPR006636,IPR009060,IPR015496,IPR015940,IPR019954,IPR029071	sce:YMR276W		PF00240	R-SCE-8856825	NP_014003.1							
P48524	sce:YMR275C		CPX-2921	BK006946,D50083,L40587,X88901,Z49260,Z49704					855318						IPR007519,IPR022794,IPR039634	sce:YMR275C		PF04425,PF04426		NP_014002.1							
P48558	sce:YNL305C			AY692679,BK006947,U23084,Z71581					855411						IPR006214	sce:YNL305C		PF01027		NP_014094.1							
P48559	sce:YNL304W			BK006947,U23084,Z71580					855412						IPR001806,IPR005225,IPR027417,IPR050227	sce:YNL304W		PF00071	R-SCE-162658,R-SCE-204005,R-SCE-6807878,R-SCE-6811434,R-SCE-8873719,R-SCE-8876198	NP_014095.2							
P48561	sce:YNL299W	2.7.7.19	CPX-1680	BK006947,U23084,U47282,Z71575					855417						IPR002058,IPR043519,IPR045862,IPR054708	sce:YNL299W		PF03828,PF22600		NP_014100.2							
P48562	sce:YNL298W	2.7.11.1	CPX-3462	BK006947,U23084,X82499,Z71574					855418						IPR000095,IPR000719,IPR001849,IPR008271,IPR011009,IPR011993,IPR033923,IPR036936,IPR051931	sce:YNL298W		PF00069,PF00169,PF00786	R-SCE-389359,R-SCE-5627123,R-SCE-5687128,R-SCE-9013405,R-SCE-9013406,R-SCE-9013420,R-SCE-9013424	NP_014101.1							
P48563	sce:YNL297C		CPX-1028	BK006947,U23084,Z71573					855420						IPR032629,IPR032691,IPR032817	sce:YNL297C		PF12783,PF16206,PF16213		NP_014102.1							
P48566	sce:YNL293W		CPX-3188	BK006947,U23084,Z71569					855423						IPR000195,IPR035969,IPR050302	sce:YNL293W		PF00566		NP_014106.1							
P48581	sce:YOR368W		CPX-1806	BK006948,U30796,U37460,Z75276					854550						IPR003021,IPR016587	sce:YOR368W		PF02144	R-SCE-176187	NP_015013.1							
P48582	sce:YPL084W			BK006949,U37364,U41849					856021						IPR004328,IPR025304,IPR038499	sce:YPL084W		PF03097,PF13949		NP_015241.1							
P48813	sce:YDR508C			BK006938,U21643,U33057					852121						IPR004762,IPR004840,IPR004841,IPR050524	sce:YDR508C		PF00324		NP_010796.1							
P48836	sce:YHR039C-A		CPX-1192,CPX-1193	BK006934,U00062,U21240					856435						IPR005124	sce:YHR039C-A		PF03179	R-SCE-1222556,R-SCE-77387,R-SCE-917977,R-SCE-9639288	NP_011905.1							
P48837	sce:YGR119C		CPX-824	AY723815,BK006941,X81155,X83099,Z72904,Z72905					853016						IPR024864,IPR025574,IPR025712	sce:YGR119C		PF13634,PF13874	R-SCE-159236,R-SCE-3371453,R-SCE-4085377,R-SCE-4551638,R-SCE-4570464	NP_011634.1							
P49018	sce:YDR331W		CPX-1275	AY557794,BK006938,U32517					851931						IPR001096,IPR028361	sce:YDR331W		PF01650		NP_010618.1							
P49166	sce:YLR185W		CPX-1601	BK006945,U17246					850882						IPR001569,IPR011331,IPR011332,IPR018267	sce:YLR185W		PF01907	R-SCE-156827,R-SCE-1799339,R-SCE-72689,R-SCE-72706,R-SCE-975956,R-SCE-975957	NP_013286.1							
P49334	sce:YNL131W		CPX-473,CPX-474	BK006947,X80348,X82405,Z46843,Z71407					855592						IPR005683,IPR020951	sce:YNL131W		PF04281		NP_014268.1							
P49435	sce:YML022W	2.4.2.7		AY558232,BK006946,U16781,Z46659					854986						IPR000836,IPR005764,IPR029057,IPR050054	sce:YML022W		PF00156	R-SCE-6798695,R-SCE-74217	NP_013690.1							
P49573	sce:YPR124W			AY693062,BK006949,U02511,U40828					856241						IPR007274	sce:YPR124W		PF04145		NP_015449.1							
P49626	sce:YDR012W		CPX-1601	AY558570,BK006938,M22583,X95966,Z48008,Z74308					851575						IPR002136,IPR013000,IPR023574,IPR025755,IPR045240	sce:YDR012W		PF00573,PF14374	R-SCE-156827,R-SCE-1799339,R-SCE-72689,R-SCE-72706,R-SCE-975956,R-SCE-975957	NP_010295.3							
P49686	sce:YDR192C		CPX-824	AY723779,BK006938,U30614,Z48784					851774						IPR051767	sce:YDR192C			R-SCE-159236,R-SCE-3371453,R-SCE-4085377,R-SCE-4551638,R-SCE-4570464	NP_010478.3							
P49687	sce:YGL092W		CPX-824	BK006941,X76557,Z32672,Z72614					852788						IPR007230,IPR021967,IPR025574,IPR036903,IPR037665	sce:YGL092W		PF04096,PF12110,PF13634		NP_011423.1							
P49704	sce:YGR091W		CPX-25,CPX-32	AY723814,BK006941,U31970,Z72876					852983						IPR002687,IPR012976,IPR019175,IPR027105,IPR036070,IPR042239	sce:YGR091W		PF01798,PF09785		NP_011605.1							
P49723	sce:YGR180C		CPX-1102,CPX-1103	AY723819,BK006941,U30385,Z72965					853091						IPR000358,IPR009078,IPR012348,IPR030475,IPR033909	sce:YGR180C		PF00268	R-SCE-499943	NP_011696.3							
P49775	sce:YDR305C			AH013306,BK006938,U28374					851899						IPR011146,IPR019808,IPR036265,IPR039383,IPR051884	sce:YDR305C		PF01230		NP_010591.1							
P49955	sce:YMR288W		CPX-1647,CPX-1651,CPX-26	BK006946,Z49704					855332						IPR011989,IPR016024,IPR038737,IPR054573	sce:YMR288W		PF22646		NP_014015.1							
P49956	sce:YMR078C		CPX-1731	BK006946,L24514,Z49259					855102						IPR003593,IPR003959,IPR027417,IPR047854	sce:YMR078C		PF00004,PF25361		NP_013795.1							
P49957	sce:YML014W	2.1.1.229	CPX-1052	BK006946,Z49810					854994						IPR013216,IPR029063,IPR051422	sce:YML014W		PF08241		NP_013698.1							
P50077	sce:YGR217W			BK006941,X87941,Z73002,Z73003					853131						IPR002048,IPR005821,IPR027359,IPR050599	sce:YGR217W		PF00520	R-SCE-445355	NP_011733.3							
P50078	sce:YGR221C			BK006941,X87941,Z73006					853136						IPR014805	sce:YGR221C		PF08693		NP_011737.2							
P50079	sce:YGR223C			BK006941,X87941,Z73008					853138						IPR001680,IPR015943,IPR036322,IPR048720	sce:YGR223C		PF21032	R-SCE-1632852	NP_011739.1							
P50082	sce:YGR225W		CPX-762	AY033394,BK006941,X87941,Z73010					853140						IPR001680,IPR015943,IPR033010,IPR036322,IPR056150	sce:YGR225W		PF24807		NP_011741.5							
P50085	sce:YGR231C		CPX-1703	BK006941,X87941,Z73016					853146						IPR000163,IPR001107,IPR036013	sce:YGR231C		PF01145		NP_011747.2							
P50087	sce:YGR235C		CPX-140	AY558276,BK006941,X87941,Z73020					853150						IPR019166,IPR033181	sce:YGR235C		PF09769		NP_011751.1							
P50090	sce:YGR238C		CPX-36	AY693035,BK006941,X87941,Z73023					853153						IPR015915	sce:YGR238C		PF24681		NP_011754.3							
P50091	sce:YGR239C		CPX-1906	AY558277,BK006941,X87941,Z73024,Z73025					853154						IPR056940	sce:YGR239C		PF25098		NP_011755.3							
P50094	sce:YML056C			AY899250,BK006946,Z46729					854948						IPR000644,IPR001093,IPR005990,IPR013785,IPR015875,IPR046342	sce:YML056C		PF00478,PF00571	R-SCE-6798695,R-SCE-73817,R-SCE-9748787	NP_013656.1							
P50095	sce:YLR432W			BK006945,U21094					851152						IPR000644,IPR001093,IPR005990,IPR013785,IPR015875,IPR046342	sce:YLR432W		PF00478,PF00571	R-SCE-6798695,R-SCE-73817,R-SCE-9748787	NP_013536.3							
P50101	sce:YMR304W			BK006946,Z49212					855350						IPR001394,IPR002083,IPR008974,IPR018200,IPR024729,IPR028889,IPR029346,IPR038765,IPR050164	sce:YMR304W		PF00443,PF12436,PF14533,PF22486	R-SCE-5689880,R-SCE-6781823,R-SCE-6782135,R-SCE-6782210,R-SCE-8866652,R-SCE-8948747	NP_014033.1							
P50102	sce:YMR223W		CPX-656,CPX-675	BK006946,Z49939					855263						IPR001394,IPR001607,IPR013083,IPR018200,IPR028889,IPR038765,IPR050185	sce:YMR223W		PF00443,PF02148	R-SCE-5689880	NP_013950.1							
P50105	sce:YMR005W		CPX-1642	BK006946,X79240,Z48613					855017						IPR007900,IPR045144	sce:YMR005W		PF05236	R-SCE-674695,R-SCE-73776,R-SCE-73779,R-SCE-75953,R-SCE-76042	NP_013718.1							
P50106	sce:YDR156W		CPX-1664	AY557664,BK006938,U23208,Z50046					851734						IPR013239	sce:YDR156W		PF08203		NP_010440.1							
P50107	sce:YML004C			AJ297938,BK006946,S80483,X99240,Z49810					855009						IPR004360,IPR004361,IPR018146,IPR029068,IPR037523	sce:YML004C		PF00903	R-SCE-70268	NP_013710.1							
P50110	sce:YMR060C		CPX-1744	AY557989,BK006946,X62565,Z49703					855082						IPR019564,IPR031317,IPR050931	sce:YMR060C		PF10568,PF11801		NP_013776.1							
P50111	sce:YMR273C			BK006946,D50276,L42821,U32580,U63849,U65682,Z49260					855316						IPR013941,IPR040206	sce:YMR273C		PF08632		NP_014000.1							
P50275	sce:YOR058C			BK006948,U20235,Z70678,Z74966					854223						IPR007145	sce:YOR058C		PF03999		NP_116582.1							
P50623	sce:YDL064W	2.3.2.23		BK006938,X82538,Z74112					851495						IPR000608,IPR016135,IPR023313,IPR050113	sce:YDL064W		PF00179	R-SCE-3065678,R-SCE-3108214,R-SCE-3232118,R-SCE-3899300,R-SCE-4085377,R-SCE-4551638,R-SCE-4570464,R-SCE-4615885,R-SCE-5693565,R-SCE-9615933,R-SCE-9793242,R-SCE-9856649	NP_010219.1							
P50873	sce:YDL079C	2.7.11.26		BK006938,U22348,Z74127					851480						IPR000719,IPR008271,IPR011009,IPR017441,IPR039192,IPR050591	sce:YDL079C		PF00069	R-SCE-3371453,R-SCE-9856649	NP_010204.1							
P50874	sce:YNL261W		CPX-1167,CPX-768	BK006947,U24187,X96722,Z71537					855460						IPR020796,IPR027417,IPR041664,IPR047088,IPR048866	sce:YNL261W		PF13191,PF14630,PF21639	R-SCE-176187,R-SCE-68616,R-SCE-68689,R-SCE-68962	NP_014138.1							
P50875	sce:YOL148C		CPX-656,CPX-675	BK006948,U22063,U43153,Z48239,Z74890					854017						IPR021950,IPR046468	sce:YOL148C		PF12090		NP_014493.1							
P50942	sce:YNL106C			BK006947,Z50161,Z69382,Z71382					855618						IPR000300,IPR002013,IPR036691,IPR046985	sce:YNL106C		PF02383,PF22669	R-SCE-1660499	NP_014293.1							
P50945	sce:YNL100W		CPX-140	AY692704,BK006947,DQ115393,Z50161,Z71376					855623							sce:YNL100W				NP_014299.1							
P50947	sce:YNL097C		CPX-1852	AY693076,BK006947,DQ115393,Z50161,Z71373					855626						IPR001965,IPR011011,IPR013083,IPR019786,IPR019787,IPR024610,IPR028651	sce:YNL097C		PF12998	R-SCE-3899300,R-SCE-6811555	NP_014302.3							
P51402	sce:YDR500C		CPX-1601	BK006938,U33057					852111						IPR001569,IPR011331,IPR011332,IPR018267	sce:YDR500C		PF01907	R-SCE-156827,R-SCE-1799339,R-SCE-72689,R-SCE-72706,R-SCE-975956,R-SCE-975957	NP_010788.1							
P51601	sce:YGR267C			AY692993,BK006941,X94314,Y07893,Z47201,Z49756,Z73052					853183						IPR001474,IPR018234,IPR020602,IPR043133,IPR043134	sce:YGR267C		PF01227	R-SCE-1474151	NP_011783.1							
P51862	sce:YLR371W			BK006945,U19103					851086						IPR000219,IPR000591,IPR001180,IPR011993,IPR035899,IPR036388,IPR036390,IPR041675,IPR052233	sce:YLR371W		PF00610,PF00621,PF00780,PF15405		NP_013475.1							
P51979	sce:YGL251C	3.6.4.12		BK006941,U22156,X94357,Z72773					852641						IPR001650,IPR004179,IPR011545,IPR014001,IPR027417,IPR036388,IPR052247	sce:YGL251C		PF00270,PF00271,PF02889,PF23445		NP_011263.2							
P51996	sce:YGL210W			AY558506,BK006941,U33754,X72834,Z72732					852662						IPR001806,IPR005225,IPR027417,IPR050209	sce:YGL210W		PF00071	R-SCE-5620912,R-SCE-8873719	NP_011305.1							
P52286	sce:YDR328C		CPX-1627,CPX-1898,CPX-3234,CPX-3241,CPX-3242,CPX-3243,CPX-3244,CPX-3249,CPX-3250,CPX-3253,CPX-3254,CPX-3255,CPX-3681	AY557730,BK006938,U32517,U43179,U61764					851928						IPR001232,IPR011333,IPR016072,IPR016073,IPR016897,IPR036296	sce:YDR328C		PF01466,PF03931	R-SCE-68949,R-SCE-8854050,R-SCE-917937,R-SCE-983168	NP_010615.3							
P52488	sce:YDR390C	6.2.1.45	CPX-3238	BK006938,U17263,U32274,Z30326,Z48725					851998						IPR000594,IPR019572,IPR023318,IPR030661,IPR033127,IPR035985,IPR042449,IPR045886	sce:YDR390C		PF00899,PF10585	R-SCE-3065676,R-SCE-3065678	NP_010678.3							
P52489	sce:YOR347C			BK006948,X95720,Z75255					854529						IPR001697,IPR011037,IPR015793,IPR015795,IPR015806,IPR015813,IPR018209,IPR036918,IPR040442	sce:YOR347C		PF00224,PF02887	R-SCE-6798695,R-SCE-70171,R-SCE-70268,R-SCE-9861718	NP_014992.3							
P52490	sce:YDR092W		CPX-2541	BK006938,X99443,Z50111					851666						IPR000608,IPR016135,IPR023313	sce:YDR092W		PF00179	R-SCE-5205685,R-SCE-5693565,R-SCE-8866654,R-SCE-9020702,R-SCE-9646399,R-SCE-983168	NP_010377.3							
P52491	sce:YLR306W			BK006945,U17247,X99442					851015						IPR000608,IPR016135,IPR023313,IPR050113	sce:YLR306W		PF00179	R-SCE-8951664,R-SCE-983168	NP_013409.1							
P52553	sce:YLR200W		CPX-1671	BK006945,U14913,X76563					850897						IPR002777,IPR009053	sce:YLR200W		PF01920		NP_013301.1							
P52593	sce:YML103C		CPX-824	BK006946,U47107,X80835,X90580					854868						IPR018864,IPR041634,IPR044840,IPR048883	sce:YML103C		PF10487,PF18378,PF21093	R-SCE-159236,R-SCE-3371453,R-SCE-4085377,R-SCE-4551638,R-SCE-4570464	NP_013604.1							
P52870	sce:YER087C-B		CPX-1833,CPX-3055	BK006939,U18839,Z47789					856821						IPR016482,IPR030671	sce:YER087C-B		PF03911		NP_011011.3							
P52871	sce:YER019C-A		CPX-1834	AY693199,BK006939,L38891,U18778,Z50012					856740						IPR016482,IPR030671	sce:YER019C-A		PF03911	R-SCE-9609523	NP_010936.1							
P52891	sce:YDL116W		CPX-824	BK006938,X90993,Z74164					851441						IPR007252	sce:YDL116W		PF04121	R-SCE-159236,R-SCE-3371453,R-SCE-4085377,R-SCE-4551638,R-SCE-4570464	NP_010167.1							
P52910	sce:YLR153C	6.2.1.1	CPX-9181	BK006945,S79456,U53879,Z73325					850846						IPR000873,IPR011904,IPR020845,IPR025110,IPR032387,IPR042099,IPR045851	sce:YLR153C		PF00501,PF13193,PF16177	R-SCE-2151201,R-SCE-71384	NP_013254.1							
P52917	sce:YPR173C	3.6.4.6	CPX-334	BK006949,U25842,X92680					856303						IPR003593,IPR003959,IPR003960,IPR007330,IPR015415,IPR027417,IPR036181,IPR041569,IPR045253,IPR050304	sce:YPR173C		PF00004,PF04212,PF09336,PF17862	R-SCE-917729,R-SCE-9668328	NP_015499.1							
P52920	sce:YGL091C		CPX-385	BK006941,X95533,Z72613					852789						IPR000808,IPR019591,IPR027417,IPR028601,IPR033756	sce:YGL091C		PF10609		NP_011424.3							
P52960	sce:YOR363C		CPX-1038	BK006948,X91991,Z75271					854545						IPR001138,IPR036864,IPR050675	sce:YOR363C		PF00172		NP_015008.3							
P53008	sce:YGL027C			BK006941,U35669,Z72549					852857						IPR004888,IPR008928,IPR012341,IPR031335,IPR031631,IPR038518	sce:YGL027C		PF03200,PF16923		NP_011488.1							
P53010	sce:YGL094C		CPX-3294	BK006941,U39204,Z72616					852786						IPR011047,IPR012337,IPR013520,IPR015943,IPR028881,IPR028889,IPR030843,IPR036397,IPR038765,IPR048841,IPR050785	sce:YGL094C		PF00929,PF13423,PF20770	R-SCE-429947	NP_011421.1							
P53011	sce:YGL100W		CPX-3231,CPX-824	AY558497,BK006941,X90994,Z72622					852778						IPR001680,IPR015943,IPR036322,IPR037363	sce:YGL100W		PF00400	R-SCE-159236,R-SCE-3371453,R-SCE-4085377,R-SCE-4551638,R-SCE-4570464	NP_011415.1							
P53012	sce:YGL126W			AY558499,BK006941,D21200,Z72647,Z72648					852751						IPR019388,IPR046400	sce:YGL126W		PF10261	R-SCE-8964572	NP_011389.3							
P53032	sce:YGL162W			BK006941,X77766,Z48618,Z72684					852714						IPR001138,IPR036864	sce:YGL162W				NP_011353.1							
P53037	sce:YGR170W		CPX-1319	BK006941,U19910,Z72955					853080						IPR000008,IPR003817,IPR033177,IPR033179,IPR035892	sce:YGR170W		PF00168,PF02666		NP_011686.1							
P53038	sce:YGR099W		CPX-1422	BK006941,U38538,Z72884					852991						IPR019337,IPR038528,IPR051970	sce:YGR099W		PF10193		NP_011613.3							
P53039	sce:YGR172C			BK006941,X97342,Z72957					853082						IPR006977,IPR045231	sce:YGR172C		PF04893		NP_011688.3							
P53040	sce:YGL112C		CPX-1642,CPX-656,CPX-675	AY723809,BK006941,L40145,X97644,Z72634					852766						IPR004823,IPR009072,IPR011442,IPR016024,IPR037796,IPR046344	sce:YGL112C		PF02969,PF07571	R-SCE-674695,R-SCE-6807505,R-SCE-73776,R-SCE-73779,R-SCE-75953,R-SCE-76042	NP_011403.1							
P53043	sce:YGR123C			AY558095,BK006941,S39959,X83099,X89417,Z72908					853023						IPR004843,IPR006186,IPR011990,IPR013235,IPR019734,IPR029052,IPR041753,IPR051134	sce:YGR123C		PF00149,PF08321	R-SCE-5693565	NP_011639.3							
P53044	sce:YGR048W		CPX-2946,CPX-3265	AY692806,BK006941,DQ115391,U17264,U22153,Z72833					852939						IPR004854,IPR042299,IPR055417,IPR055418	sce:YGR048W		PF03152,PF24842	R-SCE-110320,R-SCE-8951664,R-SCE-9755511	NP_011562.1							
P53045	sce:YGR060W			AY557827,BK006941,DQ115391,U31885,Z72845					852951						IPR006694,IPR050307	sce:YGR060W		PF04116	R-SCE-191273,R-SCE-192105	NP_011574.3							
P53048	sce:YGR289C			BK006941,L47346,Z73074					853207						IPR003663,IPR005828,IPR020846,IPR036259,IPR050360	sce:YGR289C		PF00083		NP_011805.3							
P53049	sce:YGR281W			BK006941,Z73066					853198						IPR003439,IPR003593,IPR011527,IPR017871,IPR027417,IPR036640,IPR050173	sce:YGR281W		PF00005,PF00664	R-SCE-159418,R-SCE-1660661,R-SCE-189483,R-SCE-2142691,R-SCE-382556,R-SCE-9707564,R-SCE-9749641,R-SCE-9753281,R-SCE-9754706,R-SCE-9758890	NP_011797.3							
P53061	sce:YGL249W		CPX-1386,CPX-5441,CPX-5442	BK006941,X94357,Z72771					852643							sce:YGL249W				NP_011265.1							
P53063	sce:YGL246C		CPX-1332	AY693165,BK006941,X94357,Z72768					852646						IPR013961,IPR039039	sce:YGL246C		PF08652		NP_011268.1							
P53064	sce:YGL244W		CPX-1726	BK006941,U86702,Z49149,Z72766,Z72767					852607						IPR004343,IPR036128	sce:YGL244W		PF03126		NP_011270.1							
P53067	sce:YGL241W			BK006941,Z49149,Z72763					852610						IPR001494,IPR011989,IPR016024,IPR056840	sce:YGL241W		PF03810,PF25018		NP_011273.1							
P53068	sce:YGL240W		CPX-756,CPX-760,CPX-761,CPX-762	BK006941,Z49149,Z72761,Z72762					852611						IPR004939,IPR008979,IPR016901	sce:YGL240W		PF03256	R-SCE-983168	NP_011274.2							
P53076	sce:YGL227W		CPX-301,CPX-7884,CPX-7885	BK006941,Z72749					852624						IPR001870,IPR003877,IPR006594,IPR006595,IPR013144,IPR013320,IPR024964,IPR043136,IPR044736,IPR050618	sce:YGL227W		PF00622,PF10607	R-SCE-9861718	NP_011287.1							
P53079	sce:YGL223C		CPX-1840	AY692796,BK006941,Z72745					852649							sce:YGL223C				NP_011292.1							
P53082	sce:YGL220W		CPX-6864,CPX-6865	AY558390,BK006941,Z72742					852652						IPR002634,IPR036065,IPR045115	sce:YGL220W		PF01722		NP_011295.1							
P53083	sce:YGL219C		CPX-3196	BK006941,Z72741					852654						IPR027536,IPR031468	sce:YGL219C				NP_011296.1							
P53086	sce:YGL216W	5.6.1.3		BK006941,Z72739					852655						IPR001752,IPR019821,IPR027417,IPR027640,IPR036961	sce:YGL216W		PF00225		NP_011299.1							
P53088	sce:YGL211W			BK006941,U33754,Z72733					852661						IPR000541,IPR011063,IPR014729,IPR020554,IPR032442,IPR035107,IPR056369	sce:YGL211W		PF01171,PF16503		NP_011304.2							
P53090	sce:YGL202W	2.6.1.39,2.6.1.57		AY692962,BK006941,Y13624,Z72724					852672						IPR004839,IPR015421,IPR015424,IPR050859	sce:YGL202W		PF00155	R-SCE-71064,R-SCE-71240	NP_011313.1							
P53091	sce:YGL201C		CPX-2944	AY258324,BK006941,Y13624,Z72723					852673						IPR001208,IPR008049,IPR012340,IPR018525,IPR027417,IPR027925,IPR031327,IPR033762,IPR041024,IPR041562	sce:YGL201C		PF00493,PF14551,PF17207,PF17855,PF18263	R-SCE-176187,R-SCE-68867,R-SCE-68962,R-SCE-69052	NP_011314.2							
P53093	sce:YGL198W			BK006941,X91837,Z72721					852676						IPR045231	sce:YGL198W				NP_011317.2							
P53095	sce:YGL196W	4.3.1.18		AY558389,BK006941,X91837,Z72718					852679						IPR001608,IPR026956,IPR029066,IPR042208,IPR051466	sce:YGL196W		PF01168,PF14031		NP_011319.2							
P53096	sce:YGL194C		CPX-1342	BK006941,X91837,Z72716					852681						IPR000286,IPR003084,IPR023696,IPR023801,IPR037138,IPR050284	sce:YGL194C		PF00850	R-SCE-3214815	NP_011321.1							
P53104	sce:YGL180W	2.7.11.1	CPX-1676	BK006941,D29991,X91489,Z72702					852695						IPR000719,IPR008271,IPR011009,IPR017441,IPR022708,IPR045269,IPR048941	sce:YGL180W		PF00069,PF12063,PF21127	R-SCE-1632852,R-SCE-8934903	NP_011335.1							
P53109	sce:YGL160W			BK006941,Z72682					852716						IPR013112,IPR013121,IPR013130,IPR039261,IPR050369	sce:YGL160W		PF01794,PF08022,PF08030	R-SCE-209968,R-SCE-3299685,R-SCE-6798695	NP_011355.1							
P53112	sce:YGL153W		CPX-1904	AY558503,BK006941,Z48618,Z72675					852724						IPR006785,IPR025655,IPR036388	sce:YGL153W		PF04695	R-SCE-8866654,R-SCE-9033241,R-SCE-9603798	NP_011362.3							
P53114	sce:YGL151W	2.3.1.48	CPX-3226	BK006941,Z48618,Z72673					852726						IPR014801	sce:YGL151W		PF08689		NP_011364.1							
P53115	sce:YGL150C		CPX-863	BK006941,X99960,Z48618,Z72672					852728						IPR000330,IPR001650,IPR014001,IPR020838,IPR027417,IPR031047,IPR038718,IPR049730,IPR050520	sce:YGL150C		PF00176,PF00271,PF13892		NP_011365.1							
P53119	sce:YGL141W			AY723811,BK006941,X99960,Z72663					852736						IPR000569,IPR035983,IPR044611	sce:YGL141W		PF00632	R-SCE-983168	NP_011374.1							
P53127	sce:YGL131C		CPX-1372	BK006941,Z72652,Z72654					852746						IPR001005,IPR001025,IPR001965,IPR009057,IPR011011,IPR013083,IPR017884,IPR019787,IPR029617,IPR034732,IPR043151	sce:YGL131C		PF00628,PF01426,PF13832		NP_011384.1							
P53129	sce:YGL124C		CPX-1674	BK006941,X94106,Z72646					852753						IPR004353,IPR043970,IPR043971,IPR043972	sce:YGL124C		PF19036,PF19037,PF19038	R-SCE-8876198	NP_011391.2							
P53131	sce:YGL120C		CPX-1886	BK006941,U41851,Z72642					852757						IPR001650,IPR002464,IPR007502,IPR011545,IPR011709,IPR014001,IPR027417,IPR044756,IPR048333	sce:YGL120C		PF00270,PF00271,PF04408,PF07717,PF21010		NP_011395.1							
P53135	sce:YGL113W		CPX-1188	BK006941,X97644,Z72634,Z72635					852765						IPR013948,IPR041393,IPR042511	sce:YGL113W		PF08639,PF18523		NP_011402.3							
P53137	sce:YGL110C		CPX-6643	BK006941,X97644,Z72632					852768						IPR003892,IPR041808,IPR052586	sce:YGL110C		PF02845		NP_011405.1							
P53141	sce:YGL106W		CPX-1426,CPX-1501,CPX-2225,CPX-3503	BK006941,X97644,Z72628					852772						IPR002048,IPR011992,IPR050230	sce:YGL106W		PF13499	R-SCE-5627123	NP_011409.1							
P53144	sce:YGL101W	3.1.3.89		BK006941,Z72623					852777						IPR003607,IPR006674,IPR039356	sce:YGL101W		PF13023		NP_011414.1							
P53145	sce:YGL099W			BK006941,Z72621					852779						IPR006073,IPR027417,IPR030378,IPR043358	sce:YGL099W		PF01926		NP_011416.3							
P53146	sce:YGL098W		CPX-5304	AY557814,BK006941,Z72620					852780						IPR019150	sce:YGL098W		PF09753	R-SCE-6811434	NP_011417.1							
P53148	sce:YGL093W		CPX-1899	BK006941,Z72615					852787						IPR013253,IPR033338,IPR040850	sce:YGL093W		PF08317,PF18210		NP_011422.1							
P53150	sce:YGL090W		CPX-1665	AY723807,BK006941,Z72612					852790						IPR014751	sce:YGL090W				NP_011425.1							
P53152	sce:YGL087C		CPX-2541	BK006941,U66724,Z72609					852793						IPR000608,IPR016135	sce:YGL087C		PF00179	R-SCE-5205685,R-SCE-5693565,R-SCE-8866654,R-SCE-9020702,R-SCE-9646399,R-SCE-983168	NP_011428.1							
P53154	sce:YGL084C			BK006941,Z72606					852796						IPR004299,IPR051085	sce:YGL084C		PF03062		NP_011431.1							
P53157	sce:YGL080W		CPX-302,CPX-303	AY558486,BK006941,Z72602					852800						IPR005336	sce:YGL080W		PF03650		NP_011435.1							
P53159	sce:YGL075C		CPX-1287	BK006941,Z72597					852805						IPR031433	sce:YGL075C		PF17060		NP_011440.1							
P53163	sce:YGL068W		CPX-1602	BK006941,Z72591					852811						IPR000206,IPR008932,IPR013823,IPR014719,IPR036235	sce:YGL068W		PF00542,PF16320	R-SCE-9837999	NP_011447.1							
P53164	sce:YGL067W	3.6.1.22		AY693188,BK006941,Z72589					852813						IPR000086,IPR015376,IPR015797,IPR020084,IPR049734,IPR050241	sce:YGL067W		PF00293,PF09297	R-SCE-197264	NP_011448.3							
