Uniprot_ID	KEGG_Gene_ID	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
Q8K4B4	mmu:209590		CPX-389	AF461423,BC112425					209590						IPR003961,IPR013783,IPR036116,IPR052672	mmu:209590			R-MMU-9020933	NP_653131.3							
Q8K4I3	mmu:73341			AF393831,AK040468					73341						IPR000219,IPR001331,IPR001452,IPR001715,IPR001849,IPR003096,IPR011993,IPR032409,IPR035788,IPR035899,IPR036028,IPR036872,IPR046376	mmu:73341		PF00169,PF00307,PF00621,PF07653,PF16523,PF16614,PF16615	R-MMU-193648,R-MMU-416482,R-MMU-446388,R-MMU-8964616,R-MMU-9013148,R-MMU-9013149,R-MMU-9013420	NP_690014.3							
Q8K4K3	mmu:217410			AF358867,AK044747,AK080064,AK082329,AK144192,BC027159,BC034338,BC037387					217410						IPR000719,IPR011009,IPR024104	mmu:217410		PF00069		NP_001409773.1,NP_653134.2,XP_006515117.1							
Q8K4L0	mmu:71990			AF319547,BC043699					71990						IPR000629,IPR001650,IPR011545,IPR012541,IPR014001,IPR014014,IPR027417,IPR033517,IPR050079	mmu:71990		PF00270,PF00271,PF08147		NP_082317.1							
Q8K4N2	mmu:78128			AB089183,AF384173,AF384174,AK020333,AY552529					78128						IPR001855,IPR007988	mmu:78128		PF00711		NP_694755.1,XP_006508990.1							
Q8K4P0	mmu:74320			AB086191,AC124393,AC131761,AC161511,AK031786,AK050653					74320						IPR001680,IPR015943,IPR036322,IPR045245	mmu:74320		PF00400	R-MMU-159231,R-MMU-72187,R-MMU-72203,R-MMU-73856,R-MMU-77595	NP_083142.2							
Q8K4R9	mmu:218977			AB076696,AK036384,AK085882,AK129032,BC043924,BC058087					218977						IPR005026	mmu:218977		PF03359		NP_653136.2							
Q8K4Z0	mmu:246316			AJ487515,AK122570					246316						IPR000483,IPR001611,IPR003591,IPR005492,IPR009039,IPR032675,IPR051295	mmu:246316		PF03736,PF13855	R-MMU-5682910	NP_001297533.1,NP_659194.1							
Q8K4Z5	mmu:67465			AK028829,AK029095,AK030223,AL807825,BC010727,BC029753					67465						IPR000061,IPR000626,IPR022030,IPR029071,IPR035563,IPR035967,IPR045146	mmu:67465		PF00240,PF01805,PF12230	R-MMU-72163	NP_080451.4							
Q8K561	mmu:246190			AY055122					246190						IPR026664	mmu:246190			R-MMU-163125	NP_647471.1,XP_017177756.1							
Q8K5A4	mmu:75668			AF498251,AK044011,AL645522,BC107201					75668						IPR001806,IPR027417,IPR052661	mmu:75668		PF00071		NP_660251.1							
Q8QZR3	mmu:102022			AC156564,AK078953,AK165784,BC024082,BC024491,BC024517,BC025537,BC025812,BC026643,BC031295,CH466525					102022						IPR002018,IPR019819,IPR019826,IPR029058,IPR050309	mmu:102022		PF00135		NP_001177259.1,NP_598721.1							
Q8QZR5	mmu:76282	2.6.1.2		BC022625,BC026846					76282						IPR004839,IPR015421,IPR015422,IPR015424,IPR045088	mmu:76282		PF00155	R-MMU-70268,R-MMU-8964540	NP_877957.1							
Q8QZT2	mmu:73420			AK086180,BC024705,BC036300					73420						IPR029774	mmu:73420		PF15748		NP_001366218.1,NP_082812.1							
Q8QZV2	mmu:219134			AB280737,AK034905,AK087512,BC024118,BC057640,DQ342342					219134						IPR026910,IPR053891	mmu:219134		PF13908		NP_663438.1							
Q8QZX2	mmu:231123			AK049414,AK161756,BC023882,BC025497,BC027393					231123						IPR026206,IPR032733	mmu:231123		PF14932	R-MMU-2565942,R-MMU-380259,R-MMU-380270,R-MMU-380284,R-MMU-380320,R-MMU-5620912,R-MMU-8854518	NP_666271.1							
Q8QZY4	mmu:234542			AY428631,AY527275,AY527276,BC022744,BC023051,BC027079					234542						IPR004269,IPR018143	mmu:234542		PF03024		NP_001344255.1,NP_001344257.1,NP_659178.1,XP_006530928.1,XP_036009853.1							
Q8QZY6	mmu:52588			AK030593,BC024611,BC025568,BC026574					52588						IPR000301,IPR008952,IPR018499,IPR018503	mmu:52588		PF00335	R-MMU-6798695	NP_001303677.1,NP_666040.1,XP_006519324.1,XP_036014646.1,XP_036014648.1							
Q8R003	mmu:171170			AB077700,AF466292,AJ427920,BC057157					171170						IPR000571,IPR041367,IPR054429	mmu:171170		PF14608,PF18044,PF22628		NP_598924.1,XP_030107096.1							
Q8R016	mmu:104184	3.4.22.40		AK035228,AK040799,AK051441,AK053872,AK150438,AK167325,AL603842,BC024090,BC027037,BC027362,BC027403					104184						IPR000169,IPR004134,IPR038765	mmu:104184		PF03051	R-MMU-983168	NP_848760.1							
Q8R023	mmu:69837			AC104324,BC028560					69837						IPR001841,IPR013083,IPR017907,IPR032443	mmu:69837		PF13923,PF16207		NP_932109.2							
Q8R050	mmu:14852		CPX-670	AB003502,AC087541,BC028325,BC031640,CH466521					14852						IPR000795,IPR004161,IPR009000,IPR009001,IPR009818,IPR027417,IPR031157,IPR050100,IPR054696	mmu:14852		PF00009,PF03144,PF07145,PF22594	R-MMU-72764,R-MMU-975956,R-MMU-975957	NP_001123480.1,NP_666178.2							
Q8R059	NA			BC027438					74246						IPR005886,IPR016040,IPR036291			PF16363	R-MMU-70370	NP_001343422.1,NP_848476.1,XP_006539280.1,XP_006539281.1,XP_006539282.1							
Q8R086	mmu:211389			AK149422,AK154608,BC027197					211389						IPR000572,IPR001199,IPR005066,IPR008335,IPR014756,IPR018506,IPR022407,IPR036374,IPR036400	mmu:211389		PF00173,PF00174,PF03404	R-MMU-1614517	NP_776094.2							
Q8R088	mmu:229593			AK160454,AK167675,BC027194,BC047147					229593						IPR008628,IPR038261	mmu:229593		PF05719		NP_001171140.2,NP_001171141.2,NP_001391048.1,NP_001391049.1,NP_666245.3							
Q8R0A0	mmu:68705		CPX-83	BC027173					68705						IPR003196,IPR011039,IPR036388,IPR036390,IPR040450,IPR040504	mmu:68705		PF02270,PF17683	R-MMU-112382,R-MMU-113418,R-MMU-674695,R-MMU-6796648,R-MMU-6803529,R-MMU-6807505,R-MMU-72086,R-MMU-72163,R-MMU-72165,R-MMU-72203,R-MMU-73776,R-MMU-73779,R-MMU-75953,R-MMU-75955,R-MMU-76042,R-MMU-77075,R-MMU-9018519	NP_081092.1							
Q8R0F6	mmu:67444			BC026953,BC027439					67444						IPR000222,IPR001932,IPR015655,IPR036457	mmu:67444		PF00481		NP_001342081.1,NP_075832.1,XP_006529879.1,XP_030098273.1							
Q8R0L1	mmu:106766			AK050131,AK050172,BC026642					106766						IPR000980,IPR001849,IPR011993,IPR035878,IPR036860,IPR039111	mmu:106766			R-MMU-8849474	NP_001397254.1,NP_001419910.1,NP_666046.1,XP_017172690.1							
Q8R0N6	mmu:76187			AK038853,AK050178,BC026584					76187						IPR001670,IPR039697,IPR042157,IPR056798	mmu:76187		PF00465,PF25137	R-MMU-880009	NP_001344305.1,NP_001344306.1,NP_780445.1,XP_006495649.1,XP_017168188.1							
Q8R0P4	mmu:66273			AK007558,AK008195,BC026557,BC062811					66273						IPR007523,IPR034096,IPR036748	mmu:66273		PF04430		NP_001171416.1,NP_001171417.1,NP_001171418.1,NP_899074.2,XP_006508177.1,XP_006508178.1							
Q8R0S6	mmu:215001			AC159277,BC026460					215001						IPR001134,IPR002223,IPR002350,IPR003598,IPR003599,IPR007110,IPR008197,IPR008993,IPR013783,IPR020901,IPR033638,IPR036058,IPR036179,IPR036645,IPR036880	mmu:215001		PF00014,PF00095,PF13927		NP_001093924.1							
Q8R0Y8	mmu:73095			BC025937,BC036140					73095						IPR002067,IPR002167,IPR014762,IPR018108,IPR023395	mmu:73095		PF00153	R-MMU-199220	NP_001007571.1							
Q8R0Z2	mmu:209224			AK034058,AK041822,BC025915,BC026450,BX294194					209224						IPR000504,IPR012677,IPR034140,IPR035979,IPR038876,IPR056611	mmu:209224		PF00076,PF23267		NP_001258376.1,NP_001258377.1,NP_001258378.1,NP_001258379.1,NP_001258380.1,NP_666063.1,XP_011249302.2,XP_036017783.1,XP_036017784.1,XP_036017787.1							
Q8R0Z5	mmu:246696			AF377993,AF377994,BC023172,BC025908					246696						IPR018108,IPR023395	mmu:246696		PF00153		NP_001343873.1,NP_660138.1,XP_006527161.1							
Q8R0Z6	mmu:70726			AB054065,BC025904					70726						IPR002181,IPR014716,IPR020837,IPR036056,IPR037579	mmu:70726		PF00147		NP_660136.1							
Q8R143	mmu:108705			AK035696,AK075773,AK088813,AK089887,AK098093,AK152366,AK159987,AK167972,AK168164,AK170802,AK170971,AK170972,AK171140,BC023961,BC025533,BC029144,BC032184					108705						IPR016201,IPR052304	mmu:108705				NP_666037.1							
Q8R146	mmu:235606			AC137678,BC025494,BC026594,BC034199,CH466560					235606						IPR001375,IPR002471,IPR011042,IPR029058,IPR045550	mmu:235606		PF00326,PF19283	R-MMU-6798695,R-MMU-72764	NP_001397427.1,NP_666338.2							
Q8R182	mmu:65116			AF220205,BC025098					65116						IPR000294,IPR017857,IPR035972,IPR050442	mmu:65116		PF00594		NP_001405962.1,NP_001405963.1,NP_075375.1,XP_006541125.1,XP_006541126.1,XP_011249190.1							
Q8R184	mmu:73847			AK050928,AL845161,BC018162,BC025092,BC034240,BC094463					73847						IPR025739,IPR025740,IPR025741	mmu:73847		PF14160,PF14161		NP_001276079.1,NP_001276080.1,NP_001393330.1,NP_082942.2,NP_666239.1,XP_006500329.1							
Q8R1B0	mmu:217154			AJ608761,AK078132,AK079357,AK144433,BC024864,BC029794					217154						IPR001452,IPR002219,IPR035509,IPR036028,IPR039688,IPR046349	mmu:217154		PF00130,PF07653,PF14604,PF16664		NP_666140.1							
Q8R1F1	mmu:227737			AK033735,AK046583,AK051396,AK146953,AK149888,AK150642,AK152207,AK153489,AK170512,AL845471,AL929154,BC024639,BC027843,CH466542					227737						IPR001849,IPR011993,IPR026088	mmu:227737				NP_666231.1							
Q8R1F6	mmu:217310			AB087506,AK044395,AL603828,BC024617					217310						IPR026705	mmu:217310		PF12722		NP_001333703.1,NP_780663.1							
Q8R1G1	mmu:75812			AK036512,AK050603,BC005776,BC024597					75812						IPR000246,IPR029055,IPR037464	mmu:75812		PF01112	R-MMU-9772755	NP_001153112.1,NP_001153113.1,NP_001276540.1,NP_780434.1,XP_030108032.1							
Q8R1G6	mmu:213019			BC024556					213019						IPR001478,IPR001781,IPR031847,IPR036034,IPR050604	mmu:213019		PF00412,PF00595,PF15936		NP_001240665.1,NP_666090.1,XP_011243308.1,XP_036014427.1							
Q8R1H8	mmu:74481			AK150133,AK171828,BC024521					74481						IPR000837,IPR004827,IPR046347	mmu:74481		PF00170		NP_001343533.1,NP_083243.1,XP_006531914.1							
Q8R1J9	mmu:30933			AK003976,AK162719,AK170979,AK171247,BC003466,BC023085,BC024469					30933						IPR001270,IPR010448,IPR017378,IPR027417,IPR049337	mmu:30933		PF06309,PF21376		NP_001399456.1,NP_001399458.1,NP_001399459.1,NP_001399460.1,NP_001399461.1,NP_001399464.1,NP_690013.1							
Q8R1K1	mmu:68889	4.2.3.134		AK049109,AK158177,AK159755,BC024467					68889						IPR009060,IPR015940,IPR035952,IPR041928	mmu:68889		PF00627		NP_081137.2							
Q8R1K4	mmu:72947			AK085984,AK087703,AK133235,AK160557,AL645602,AL662843,BC024461					72947						IPR005814,IPR015421,IPR015422,IPR015424,IPR049704	mmu:72947		PF00202	R-MMU-1442490,R-MMU-71064	NP_001369750.1,NP_082674.1							
Q8R1M2	mmu:232440			AK053755,BC024397,BC099606					232440						IPR002119,IPR007125,IPR009072,IPR032454,IPR032458	mmu:232440		PF00125,PF16211	R-MMU-110330,R-MMU-110331,R-MMU-212300,R-MMU-2299718,R-MMU-2559586,R-MMU-3214815,R-MMU-3214858,R-MMU-5689603,R-MMU-5689880,R-MMU-5689901,R-MMU-606279,R-MMU-8936459,R-MMU-9018519,R-MMU-9670095,R-MMU-9841922,R-MMU-9843940	NP_808356.1							
Q8R1P4	mmu:66795			AB079383,AB091691,AK017355,AK077333,BC023455					66795						IPR007135	mmu:66795		PF03987	R-MMU-1632852	NP_080046.3,XP_006517389.1							
Q8R1Q0	mmu:68159			AK009770,AK020701,BC023414					68159						IPR000727,IPR006011,IPR006012,IPR010989,IPR045242	mmu:68159		PF00804		NP_080864.1							
Q8R1Q9	mmu:71336			AK138939,BC023339					71336						IPR002139,IPR002173,IPR011611,IPR011877,IPR029056	mmu:71336		PF00294	R-MMU-71336	NP_694876.1							
Q8R1R4	mmu:76527			AK008082,BC016254,EU636995,EU636996					76527						IPR020415,IPR038328	mmu:76527		PF15036	R-MMU-449836	NP_001128572.1,NP_083922.1,XP_006531548.1,XP_030099697.1,XP_036010259.1,XP_036010260.1,XP_036010261.1							
Q8R1S0	mmu:217707		CPX-3662	AC120402,AK077863,AK131889,AK167380,BC024135,BC051055,BC132168,BC132170,CH466590					217707						IPR000689,IPR002938,IPR010971,IPR018168,IPR036188,IPR051205	mmu:217707		PF01494	R-MMU-2142789	NP_766170.2,XP_006515762.1							
Q8R1V4	mmu:103694			AF368921,AK078425,AK158876,AL607152,BC023041					103694						IPR009038,IPR015720	mmu:103694		PF01105		NP_598781.1							
Q8R1W2	mmu:14840			AC122820,AK006326,AK088285,BC023009,D87325					14840						IPR012478,IPR050579	mmu:14840		PF07803		NP_001074021.1,NP_001074022.1,NP_034482.2							
Q8R1X1	NA			BC022959					216739						IPR000873,IPR020845,IPR042099,IPR045311			PF00501		NP_001028769.1							
Q8R1Z9	mmu:75212			AK016037,AK034806,AK078509,AK159260,AK168821,AK169089,BC022686					75212						IPR001841,IPR013083,IPR040176	mmu:75212				NP_083487.2,XP_006508338.1							
Q8R235	mmu:227615			AK051471,AL732309,BC022606					227615						IPR019396	mmu:227615				NP_796318.2							
Q8R238	mmu:257635			AF328927,BC022601					257635						IPR001926,IPR036052,IPR050147	mmu:257635		PF00291	R-MMU-8849175	NP_001371183.1,NP_598663.2,XP_011246504.2,XP_011246505.1							
Q8R2G4	mmu:109979			AJ311768,AJ311769,AJ311770,AJ311771,AJ311772,AJ311773,BC141069,Y08027					109979						IPR000768,IPR050999	mmu:109979		PF01129	R-MMU-163125	NP_001297594.1,NP_001357520.1,NP_859417.2,XP_006534780.1,XP_006534781.1,XP_030109908.1,XP_030109909.1,XP_030109911.1,XP_030109912.1,XP_030109913.1,XP_030109914.1,XP_036020621.1							
Q8R2N2	mmu:21771			AK173318,BC018262,BC027399,BC068113,X80433,X80434					21771						IPR001680,IPR015943,IPR036322,IPR046351	mmu:21771		PF00400	R-MMU-6791226	NP_001345911.1,NP_035704.2,XP_006530905.1							
Q8R2P1	mmu:207952			AK143086,BC027373					207952						IPR000210,IPR006652,IPR011333,IPR011705,IPR015915,IPR017096,IPR030565	mmu:207952		PF00651,PF01344,PF07707,PF24681	R-MMU-8951664,R-MMU-983168	NP_001116252.1,NP_083928.1,NP_877583.1,XP_011249134.1							
Q8R2P8	NA			BC027356					85305						IPR002313,IPR004364,IPR004365,IPR006195,IPR012340,IPR018149,IPR034762,IPR044136,IPR045864			PF00152,PF01336		NP_001124340.1,NP_001273313.1,NP_001350358.1,NP_001350359.1,XP_006531582.1,XP_017168520.1							
Q8R2Q0	mmu:72169			AF230390,AK013219,AK028448,BC006699,BC027353					72169						IPR000315,IPR051051	mmu:72169		PF00643		NP_076144.2							
Q8R2Q6	mmu:67590			AK015861,AK016982,AK030156,BC027335,BC080805,DQ278871					67590						IPR011677,IPR040354	mmu:67590		PF07773	R-MMU-5620912	NP_080536.2							
Q8R2R6	mmu:212508			AK144453,AK144625,BC027306					212508						IPR006073,IPR016478,IPR023179,IPR027417,IPR030378	mmu:212508		PF01926		NP_955005.2							
Q8R2S8	mmu:68891			BC027283,CH466593					68891						IPR016054,IPR045860,IPR051899	mmu:68891		PF00021	R-MMU-140875,R-MMU-202733,R-MMU-6798695	NP_081138.2							
Q8R2T8	mmu:70239			AK045419,BC027055,BC027247,BC039171					70239						IPR019136,IPR040454,IPR041499,IPR042536	mmu:70239		PF09734,PF17682	R-MMU-76061,R-MMU-76066	NP_001277413.1,NP_683730.1							
Q8R2U2	mmu:212547			AC122217,AC124180,AK144612,BC027231,CH466521					212547						IPR027951,IPR052835	mmu:212547		PF14780		NP_666084.1							
Q8R2X8	mmu:66352			AK005489,AK029787,AK167493,BC027025					66352						IPR013183,IPR027095	mmu:66352		PF08227	R-MMU-162658	NP_001153680.1,NP_001153681.1,NP_079781.2							
Q8R313	NA		CPX-4982	BC026859											IPR007225,IPR042044,IPR042045,IPR046361,IPR048359			PF04091,PF20651	R-MMU-264876,R-MMU-5620916								
Q8R322	mmu:74412		CPX-4474	AK016671,AK028183,AK133888,AK145748,AK150230,AK161015,AK161659,AL928926,BC026797					74412						IPR012476,IPR038506	mmu:74412		PF07817	R-MMU-159236	NP_083199.1							
Q8R349	mmu:69957			AK013213,BC026606					69957						IPR011990,IPR019734	mmu:69957		PF12895,PF13424	R-MMU-141430,R-MMU-174048,R-MMU-174084,R-MMU-174154,R-MMU-174178,R-MMU-174184,R-MMU-176407,R-MMU-176408,R-MMU-176409,R-MMU-176412,R-MMU-179409,R-MMU-2467813,R-MMU-2559582,R-MMU-68867,R-MMU-69017,R-MMU-983168	NP_081552.2							
Q8R3B7	mmu:78656		CPX-990	AK032320,AK161689,BC023160,BC025644					78656						IPR001487,IPR036427,IPR037966	mmu:78656		PF00439		NP_001276535.1,NP_001276536.1,NP_084423.2							
Q8R3D1	mmu:70296			BC025586					70296						IPR000195,IPR035969	mmu:70296		PF00566	R-MMU-8854214	NP_666364.1							
Q8R3F5	mmu:223722			BC025519,BC099494					223722						IPR001227,IPR014043,IPR016035,IPR016036,IPR052760	mmu:223722		PF00698	R-MMU-77289	NP_001025185.1							
Q8R3G9	mmu:216350			AC126270,AC153364,BC025461,BC027777,BC029068,BC029808,BC034198,CH466539					216350						IPR000301,IPR008952,IPR018499,IPR018503	mmu:216350		PF00335		NP_001162150.1,NP_001162151.1,NP_666122.1,XP_006513605.1							
Q8R3H9	mmu:72354			BC025435					72354						IPR011990,IPR019734,IPR044059	mmu:72354		PF18972		NP_082485.1							
Q8R3J4	mmu:66410			AK010525,AK011934,BC025173,BC085282					66410						IPR003690,IPR038538	mmu:66410		PF02536	R-MMU-5205685	NP_079823.2,XP_006517384.1,XP_011242850.1,XP_017171052.1,XP_030103217.1							
Q8R3S6	mmu:69940		CPX-4982,CPX-4983	AC127332,BC024678					69940						IPR019160,IPR028258,IPR048628	mmu:69940		PF09763,PF15277,PF20654	R-MMU-264876,R-MMU-5620916	NP_001276699.1							
Q8R3Y8	mmu:272359			AK031834,AK087457,BC019164,BC036162					272359						IPR022750,IPR044882	mmu:272359		PF11261,PF25454,PF25457		NP_848872.2							
Q8R400	mmu:246747			AK131610,AL663091,AY092026,BC054059,DQ223719					246747						IPR027938	mmu:246747		PF15202		NP_663610.1							
Q8R4H2	NA			AC110169,AC160123,AF467766,AK122267					69632						IPR000219,IPR001331,IPR001478,IPR001849,IPR011993,IPR015212,IPR035899,IPR036034,IPR036305,IPR037801,IPR037884,IPR041020,IPR044926			PF00595,PF00621,PF09128,PF17838	R-MMU-193648,R-MMU-416482,R-MMU-416572,R-MMU-8980692,R-MMU-9013026,R-MMU-9013106,R-MMU-9013148	NP_001346161.1,XP_006510649.1							
Q8R4I4	mmu:71828			AF250835,AF452125,AK005881,BC050756					71828						IPR004855,IPR009088	mmu:71828		PF03153		NP_076119.2							
Q8R4R6	mmu:69482		CPX-4474	AF411517,AK009187,AK089997,AK136109,AK145775,AL928869,BC048814					69482						IPR007846,IPR012677,IPR017389,IPR035979	mmu:69482		PF05172	R-MMU-159227,R-MMU-159230,R-MMU-159231,R-MMU-159236,R-MMU-170822,R-MMU-191859,R-MMU-3108214,R-MMU-3232142,R-MMU-3301854,R-MMU-3371453,R-MMU-4085377,R-MMU-4551638,R-MMU-4570464,R-MMU-4615885,R-MMU-5578749,R-MMU-9615933	NP_001177108.1,NP_081367.1							
Q8R4S0	mmu:76142			AF407167,AK085997,BC055717					76142						IPR008025,IPR036658	mmu:76142		PF05361		NP_597844.1							
Q8R4V4	mmu:242939			AC116705,AF356844,CH466524					242939						IPR000834,IPR008969,IPR020067,IPR034239,IPR036790,IPR050753	mmu:242939		PF00246,PF01392,PF13620		NP_694747.2							
Q8R4Y4	NA			AF290914,BC022136,BC031166											IPR000538,IPR000742,IPR000782,IPR001881,IPR002049,IPR016186,IPR016187,IPR024731,IPR036378,IPR056806			PF00193,PF02469,PF12947,PF24887	R-MMU-3000497								
Q8R4Y8	mmu:246102			AF265232,AK032605,AK052059,AK083016,BC023916,BC049935					246102						IPR011989,IPR016024,IPR029249,IPR030791	mmu:246102		PF14726		NP_780751.2							
Q8R554	mmu:170711			AJ430384					170711						IPR002653,IPR003323,IPR051346,IPR054109	mmu:170711		PF01754,PF02338,PF22566	R-MMU-5689896	NP_570950.1							
Q8R555	mmu:72832			AJ421516,AK032328,AK049801,AK149020,AK149069,BC024472					72832						IPR001881,IPR011519,IPR013517,IPR018097,IPR027039,IPR028994,IPR049883	mmu:72832		PF07593,PF07645,PF13517		NP_660105.3							
Q8R5B6	mmu:211949			AF403039,AK083698,AK142195,BC023083,BC055705,BC094332					211949						IPR001496,IPR001870,IPR003877,IPR013320,IPR036036,IPR043136,IPR050672	mmu:211949		PF00622,PF07525	R-MMU-8951664,R-MMU-983168	NP_660116.1							
Q8R5F3	mmu:106821			AC166164,AK153512,BC022574,BC157987,CH466559					106821						IPR002589,IPR043472,IPR050892	mmu:106821		PF01661		NP_001276419.1,NP_001276420.1,NP_001344832.1,NP_001344833.1,NP_001400515.1,NP_001400516.1,NP_001400517.1,NP_001400518.1,NP_997102.2,XP_006523518.1,XP_006523519.1,XP_006523521.1,XP_006523522.1,XP_006523523.1							
Q8R5K4	mmu:230082			AF361077,AF361078,AK053117,AK155818,AK166650,AL954379,BC019981,BC021856,BC059820					230082						IPR005554,IPR035082,IPR035367,IPR035368,IPR035369,IPR035370,IPR035371	mmu:230082		PF03813,PF17403,PF17404,PF17405,PF17406,PF17407	R-MMU-6791226	NP_631982.2							
Q8R5L1	mmu:12261			AF300619,BC038075					12261						IPR003428,IPR036561	mmu:12261		PF02330		NP_031599.2							
Q8R5L3	mmu:269338			AF281050,AF281051,BC007479					269338						IPR000547,IPR001180,IPR019452,IPR019453,IPR032914	mmu:269338		PF00780,PF10366,PF10367		NP_671495.1,NP_849182.1							
Q8VBS7	mmu:113848			AB062891,AB062892,AF291485,AY044662					113848						IPR004072,IPR017452	mmu:113848		PF03402		NP_444451.2							
Q8VBT6	mmu:171504			AF141335,AF141336,BC030718					171504						IPR026158	mmu:171504			R-MMU-8964046	NP_612183.1							
Q8VBV3	mmu:227715		CPX-594,CPX-595,CPX-596,CPX-598,CPX-601	BC021485,BC021807					227715						IPR004088,IPR012340,IPR025721,IPR026699,IPR036612,IPR048565	mmu:227715		PF14382,PF15985,PF21266	R-MMU-429958,R-MMU-450385,R-MMU-450513,R-MMU-450604,R-MMU-6791226	NP_659135.1							
Q8VBV7	mmu:108679			AF482000,AF502144,AK079111,AK079522,AK088323,AK090013,AK145899,AK162502,BC017690,BC021488,BC024421					108679						IPR000717,IPR033205,IPR033464	mmu:108679		PF10075	R-MMU-5696394,R-MMU-6781823,R-MMU-8856825,R-MMU-8951664	NP_598566.3							
Q8VBW5	mmu:70508			AC109627,AF276950,AF276951,AF276952,AF454943,AF454944,AK017487,AK029532,AK029747,AK049516,AK050488,AK157813,BC057869,BC066821,CT571273					70508						IPR009071,IPR019102,IPR036910,IPR049523,IPR052412	mmu:70508		PF00505,PF09667		NP_001334169.1,NP_081720.2,XP_011244310.1,XP_011244311.1,XP_017172619.1,XP_030105137.1,XP_036016018.1							
Q8VBX4	mmu:246278			AJ302711,AK142731,AY026050,AY078415					246278						IPR001304,IPR016186,IPR016187,IPR018378,IPR033989,IPR050111	mmu:246278		PF00059	R-MMU-1236978	NP_659192.2							
Q8VBZ0	NA			AJ296079,AK157461,BC138597,BC138599											IPR002347,IPR020904,IPR036291			PF00106									
Q8VC03	mmu:225898			BC022146,BC023878,BC024134					225898						IPR001680,IPR005108,IPR011047,IPR015943,IPR036322,IPR050630,IPR055439,IPR055442	mmu:225898		PF03451,PF23409,PF23414		NP_659121.1,XP_036017433.1							
Q8VC33	mmu:234404			BC021911					234404						IPR012336,IPR029520,IPR036249	mmu:234404		PF13905		NP_663573.1							
Q8VC49	mmu:217845			AC154347,BC021795,BN000232,CH466549					217845						IPR009311,IPR038213	mmu:217845		PF06140		NP_663424.1							
Q8VC85	mmu:67207			BC021460					67207						IPR001163,IPR010920,IPR034104,IPR044642,IPR047575	mmu:67207		PF01423	R-MMU-430039	NP_080308.1							
Q8VCA0	mmu:207151			AC109225,AC130693,AF529221,BC021384,CH466612					207151						IPR005828,IPR020846,IPR036259	mmu:207151		PF00083		NP_659034.1							
Q8VCB1	mmu:72787		CPX-4474	AK144734,BC021337,DQ141695					72787						IPR019049	mmu:72787		PF09531	R-MMU-159227,R-MMU-159230,R-MMU-159231,R-MMU-159236,R-MMU-170822,R-MMU-191859,R-MMU-3108214,R-MMU-3232142,R-MMU-3301854,R-MMU-3371453,R-MMU-4085377,R-MMU-4551638,R-MMU-4570464,R-MMU-4615885,R-MMU-5578749,R-MMU-9615933	NP_082631.1							
Q8VCC6	mmu:228788			BC020535,GL456092					228788						IPR011993,IPR026159	mmu:228788				NP_663511.2							
Q8VCC9	mmu:233744			BC020531,BC030339					233744						IPR000884,IPR002861,IPR009465,IPR036383,IPR038678,IPR042307,IPR044004,IPR051418	mmu:233744		PF00090,PF02014,PF06468,PF19028	R-MMU-5173214	NP_663559.1							
Q8VCD6	mmu:225362			AY562230,BC020184					225362						IPR004345	mmu:225362		PF03134		NP_001191843.1,NP_659114.2							
Q8VCE2	mmu:74254			AK077645,BC020174					74254						IPR003593,IPR004130,IPR027417,IPR030230	mmu:74254		PF03029		NP_598517.1							
Q8VCE6	mmu:103850			AY061970,BC020084,BK000190					103850						IPR010708,IPR023214,IPR036412	mmu:103850		PF06941	R-MMU-73621	NP_598790.1							
Q8VCF5	NA			AK084214,BC019991											IPR008952,IPR018499			PF00335									
Q8VCG3	mmu:107071			AK077521,BC019968					107071						IPR001680,IPR015943,IPR036322,IPR037379	mmu:107071		PF00400		NP_598900.1							
Q8VCI0	mmu:66857			AK003169,AK172021,BC019793					66857						IPR007000,IPR043040,IPR043041,IPR043042	mmu:66857		PF04916	R-MMU-1482788,R-MMU-1482839,R-MMU-1482922,R-MMU-1483115	NP_080082.1							
Q8VCI5	mmu:19298			AK012785,AK028449,AK029368,BC012517,BC019767,CT010305,Y09046,Y09047					19298						IPR006708,IPR038322	mmu:19298		PF04614	R-MMU-1369062,R-MMU-9603798	NP_001152997.1,NP_075528.3							
Q8VCK3	mmu:103768			BC019652,BC051439					103768						IPR000217,IPR002454,IPR003008,IPR008280,IPR017975,IPR018316,IPR023123,IPR036525,IPR037103	mmu:103768		PF00091,PF03953	R-MMU-380270,R-MMU-380320	NP_598789.1							
Q8VCM4	mmu:623661			BC019519					623661						IPR004143,IPR004562,IPR045864	mmu:623661		PF21948	R-MMU-9857492	NP_001033007.2,NP_001363958.1,NP_001363959.1,NP_001363960.1,NP_001363961.1,NP_001363962.1,NP_001363963.1,XP_006496237.1,XP_006496238.1,XP_006496239.1,XP_006496240.1,XP_006496241.1							
Q8VCP8	mmu:102216272			BC019453					102216272						IPR020618,IPR027417	mmu:102216272		PF13238	R-MMU-499943	NP_081868.1							
